NAME,STNAME,STABBR,SCHLEV,YEAR,CCDNF,TOTALREV,TFEDREV,TSTREV,TLOCREV,TOTALEXP,Z32,Z33
GARFIELD SCH DIST 302,WASHINGTON,WA,1,97,1,1982000,62000,1526000,394000,1972000,1118000,670000
GLENWOOD CONS SCH DIST 401,WASHINGTON,WA,3,97,1,1379000,63000,1023000,293000,1309000,690000,421000
GOLDENDALE SCH DIST 404,WASHINGTON,WA,3,97,1,8560000,745000,6302000,1513000,8212000,4903000,3452000
GRAND COULEE DAM SD 301J,WASHINGTON,WA,3,97,1,6664000,1024000,4889000,751000,6694000,3946000,2747000
GRANDVIEW SCH DIST 116-200,WASHINGTON,WA,3,97,1,15629000,1948000,12251000,1430000,15161000,9166000,6408000
GRANGER SCH DIST 204,WASHINGTON,WA,3,97,1,7793000,1203000,6138000,452000,7601000,4400000,2838000
GRANITE FALLS SCHOOL DIST 332,WASHINGTON,WA,3,97,1,10935000,499000,7895000,2541000,10472000,5415000,3701000
GRAPEVIEW SCH DIST 54,WASHINGTON,WA,1,97,1,1359000,35000,853000,471000,1177000,700000,508000
GREAT NORTHERN SCHOOL 312,WASHINGTON,WA,1,97,1,310000,2000,245000,63000,280000,147000,101000
GREEN MOUNTAIN SCH DIST 103,WASHINGTON,WA,1,97,1,645000,13000,466000,166000,766000,365000,264000
GRIFFIN SCH DIST 324,WASHINGTON,WA,1,97,1,4295000,80000,2836000,1379000,3802000,2157000,1400000
HARRINGTON SCHOOL DISTRICT #204,WASHINGTON,WA,3,97,1,1876000,67000,1329000,480000,1799000,1005000,622000
COULEE HARTLINE SCH DIST 151,WASHINGTON,WA,3,97,1,2173000,95000,1611000,467000,2167000,1245000,771000
HIGHLAND SCH DIST 203,WASHINGTON,WA,3,97,1,7468000,639000,5418000,1411000,7160000,4250000,2964000
HIGHLINE SCH DIST 401,WASHINGTON,WA,3,97,1,115756000,6527000,78838000,30391000,111130000,65974000,43259000
HOCKINSON SCH DIST 98,WASHINGTON,WA,1,97,1,7337000,53000,5368000,1916000,6968000,3650000,2759000
HOOD CANAL CONS SCHOOL DIST 404,WASHINGTON,WA,1,97,1,3101000,472000,2151000,478000,2877000,1552000,1117000
HOQUIAM SCH DIST 28,WASHINGTON,WA,3,97,1,14276000,1185000,9710000,3381000,14535000,8761000,6049000
INDEX SCH DIST 63,WASHINGTON,WA,1,97,1,448000,92000,345000,11000,465000,196000,101000
ISSAQUAH SCH DIST 411,WASHINGTON,WA,3,97,1,94498000,1312000,54201000,38985000,120418000,43231000,28096000
KAHLOTUS SCH DIST 56,WASHINGTON,WA,3,97,1,1399000,56000,1075000,268000,1211000,693000,482000
KALAMA SCH DIST 402,WASHINGTON,WA,3,97,1,4961000,130000,3151000,1680000,4743000,2447000,1832000
KELLER SCH DIST 3,WASHINGTON,WA,1,97,1,721000,342000,357000,22000,703000,308000,194000
KENNEWICK SCH DIST 17,WASHINGTON,WA,3,97,1,96482000,4092000,72437000,19953000,86079000,49189000,34127000
KENT SCH DIST 415,WASHINGTON,WA,3,97,1,178879000,6395000,118608000,53876000,177567000,89185000,58754000
KETTLE FALLS SCH DIST 212,WASHINGTON,WA,3,97,1,5512000,371000,4342000,799000,5306000,3194000,2195000
KIONA BENTON SCH DIST 52,WASHINGTON,WA,3,97,1,9288000,630000,7386000,1272000,9034000,5412000,3466000
KITTITAS SCH DIST 403,WASHINGTON,WA,3,97,1,3815000,258000,2930000,627000,3905000,2298000,1532000
KLICKITAT SCH DIST 402,WASHINGTON,WA,3,97,1,1508000,20000,1266000,222000,1412000,782000,560000
LA CONNER SCH DIST 311,WASHINGTON,WA,3,97,1,5760000,1095000,3180000,1485000,5216000,2859000,2012000
LACROSSE SCH DIST 126,WASHINGTON,WA,3,97,1,1746000,64000,1299000,383000,1707000,989000,647000
LA CENTER SCH DIST 101,WASHINGTON,WA,3,97,1,6196000,150000,4375000,1671000,5979000,3210000,2224000
LAKE STEVENS SCH DIST 4,WASHINGTON,WA,3,97,1,35592000,1101000,25284000,9207000,33868000,18659000,12617000
LAKE WASHINGTON SCH DIST 414,WASHINGTON,WA,3,97,1,165041000,3954000,101080000,60007000,163040000,85429000,58455000
LAKEWOOD SCH DIST 306,WASHINGTON,WA,3,97,1,14643000,347000,9807000,4489000,14907000,7248000,4431000
LAMONT SCH DIST 264,WASHINGTON,WA,1,97,1,547000,14000,455000,78000,523000,305000,202000
LIBERTY SCH DIST 362,WASHINGTON,WA,3,97,1,4943000,178000,3520000,1245000,4662000,2835000,1860000
LIND SCHOOL DISTRICT #158,WASHINGTON,WA,3,97,1,2526000,111000,1653000,762000,2386000,1204000,756000
LONGVIEW SCH DIST 122,WASHINGTON,WA,3,97,1,48731000,3181000,32969000,12581000,61079000,29419000,19592000
LOON LAKE SCH DIST 183,WASHINGTON,WA,1,97,1,1389000,155000,843000,391000,1204000,635000,471000
LOPEZ ISLAND SCH DIST 144,WASHINGTON,WA,3,97,1,3024000,101000,1955000,968000,2672000,1486000,958000
RIVERVIEW SCHOOL DISTRICT #407,WASHINGTON,WA,3,97,1,19107000,570000,12209000,6328000,18595000,10014000,6550000
LYLE SCH DIST 406,WASHINGTON,WA,3,97,1,5153000,118000,4357000,678000,8138000,1537000,1089000
LYNDEN SCH DIST 504,WASHINGTON,WA,3,97,1,15135000,784000,10336000,4015000,19413000,7976000,5634000
MABTON SCH DIST 120,WASHINGTON,WA,3,97,1,5438000,869000,4243000,326000,5404000,3200000,2228000
MANSFIELD SCH DIST 207,WASHINGTON,WA,3,97,1,1683000,63000,1373000,247000,1430000,765000,529000
MANSON SCH DIST 19,WASHINGTON,WA,3,97,1,7090000,612000,5182000,1296000,7772000,2805000,1936000
MARY M KNIGHT SCH DIST 311,WASHINGTON,WA,3,97,1,1958000,64000,1513000,381000,1949000,1019000,711000
MARY WALKER SCH DIST 207,WASHINGTON,WA,3,97,1,3816000,557000,2885000,374000,3707000,2112000,1341000
MARYSVILLE SCH DIST 25,WASHINGTON,WA,3,97,1,68343000,2171000,50180000,15992000,67937000,38934000,26550000
MCCLEARY SCH DIST 65,WASHINGTON,WA,1,97,1,1777000,161000,1424000,192000,1861000,1056000,816000
MEAD CONS SCH DIST 354,WASHINGTON,WA,3,97,1,59270000,1556000,43231000,14483000,57754000,28422000,18783000
MEDICAL LAKE SCH DIST 326,WASHINGTON,WA,3,97,1,14197000,1858000,10987000,1352000,14529000,8775000,6103000
MERCER ISLAND SCH DISTRICT 400,WASHINGTON,WA,3,97,1,29149000,320000,15820000,13009000,45390000,14244000,9427000
MERIDIAN SCH DIST 505,WASHINGTON,WA,3,97,1,8792000,399000,6340000,2053000,9097000,5143000,3562000
METHOW VALLEY SCH DISTRICT 350,WASHINGTON,WA,3,97,1,6102000,324000,4253000,1525000,6236000,3087000,2129000
MILL A SCH DIST 31,WASHINGTON,WA,1,97,1,633000,187000,333000,113000,712000,368000,260000
MONROE SCH DIST 103,WASHINGTON,WA,3,97,1,32234000,889000,21121000,10224000,30793000,17098000,11832000
MONTESANO SCH DIST 66,WASHINGTON,WA,3,97,1,9281000,429000,6973000,1879000,8844000,5344000,3616000
MORTON SCH DIST 214,WASHINGTON,WA,3,97,1,3256000,299000,2557000,400000,3112000,1908000,1249000
MOSES LAKE SCH DIST 161,WASHINGTON,WA,3,97,1,44041000,2762000,33673000,7606000,47215000,20721000,14170000
MOSSYROCK SCH DIST 206,WASHINGTON,WA,3,97,1,4232000,258000,3071000,903000,4175000,2458000,1728000
MOUNT ADAMS SCH DIST 209,WASHINGTON,WA,3,97,1,8847000,2858000,5586000,403000,8572000,4806000,3133000
MOUNT BAKER SCH DIST 507,WASHINGTON,WA,3,97,1,14505000,728000,10407000,3370000,13199000,7316000,4813000
MT PLEASANT SCH DISTRICT 29-93,WASHINGTON,WA,1,97,1,398000,128000,236000,34000,319000,178000,122000
EAST VALLEY SCH DIST 90,WASHINGTON,WA,3,97,1,14013000,666000,9829000,3518000,15714000,7533000,5181000
MT.VERNON SCH DIST 320,WASHINGTON,WA,3,97,1,40359000,2093000,28595000,9671000,53310000,17194000,11293000
MUKILTEO SCH DIST 6,WASHINGTON,WA,3,97,1,88423000,2788000,54055000,31580000,85140000,45281000,30957000
NACHES VALLEY JT 3 SCH DIST,WASHINGTON,WA,3,97,1,9139000,382000,6792000,1965000,8601000,5101000,3399000
NAPAVINE SCH DIST 14,WASHINGTON,WA,3,97,1,3804000,254000,3115000,435000,3663000,2238000,1594000
NASELLE GRAYS RIVER VALLEY SCHOOL DIST 155,WASHINGTON,WA,3,97,1,2862000,229000,1740000,893000,4055000,2393000,1768000
NESPELEM SCH DIST 14,WASHINGTON,WA,1,97,1,2323000,1000000,1242000,81000,2047000,1142000,752000
NEWPORT SCHOOL DIST 56-415,WASHINGTON,WA,3,97,1,8864000,992000,6929000,943000,8667000,5078000,3741000
NINE MILE FALLS SCH DIST 325,WASHINGTON,WA,3,97,1,9043000,278000,6644000,2121000,9264000,4635000,3236000
NOOKSACK VALLEY SCH DIST 506,WASHINGTON,WA,3,97,1,11564000,1096000,7842000,2626000,11258000,6285000,4123000
NORTH BEACH SCHOOL DIST 64,WASHINGTON,WA,3,97,1,4921000,304000,2961000,1656000,7253000,2454000,1587000
NORTH FRANKLIN SCH DISTRICT J51-162,WASHINGTON,WA,3,97,1,13002000,1376000,8895000,2731000,12279000,7006000,4574000
NORTH KITSAP SCH DIST 400,WASHINGTON,WA,3,97,1,45432000,2177000,29733000,13522000,45579000,24390000,15935000
NORTH MASON SCHOOL DISTRICT #403,WASHINGTON,WA,3,97,1,14459000,778000,10424000,3257000,14736000,8654000,5806000
NORTH RIVER SCH DIST 200,WASHINGTON,WA,3,97,1,972000,0,944000,28000,1041000,591000,406000
NORTH THURSTON SCH DIST 3,WASHINGTON,WA,3,97,1,82246000,3356000,57471000,21419000,82244000,48445000,33466000
NORTHPORT SCH DIST 211,WASHINGTON,WA,3,97,1,1821000,147000,1493000,181000,1714000,974000,684000
NORTHSHORE SCHOOL DISTRICT #417,WASHINGTON,WA,3,97,1,139345000,2993000,85360000,50992000,157071000,73750000,50310000
OAK HARBOR SCH DIST 201,WASHINGTON,WA,3,97,1,34282000,3832000,27202000,3248000,34061000,19910000,14203000
OAKESDALE SCH DIST 324,WASHINGTON,WA,3,97,1,1889000,53000,1400000,436000,1974000,1043000,603000
OAKVILLE SCH DIST NO 400,WASHINGTON,WA,3,97,1,2962000,335000,2359000,268000,2770000,1558000,1191000
OCEAN BEACH SCH DIST 101,WASHINGTON,WA,3,97,1,9056000,669000,6571000,1816000,8992000,5105000,3199000
OCOSTA SCH DIST 172,WASHINGTON,WA,3,97,1,6093000,485000,3904000,1704000,5742000,3386000,2233000
ODESSA SCH DIST 105-157-166J,WASHINGTON,WA,3,97,1,3000000,160000,2037000,803000,2889000,1550000,1032000
OKANOGAN SCH DIST 105,WASHINGTON,WA,3,97,1,7375000,761000,5269000,1345000,7115000,4009000,2786000
OLYMPIA SCH DIST 111,WASHINGTON,WA,3,97,1,63118000,2412000,38554000,22152000,58991000,32529000,22301000
OMAK SCH DIST 19,WASHINGTON,WA,3,97,1,13896000,1368000,10524000,2004000,14265000,8369000,5880000
ONALASKA SCH DIST 300,WASHINGTON,WA,3,97,1,6104000,668000,4481000,955000,6035000,3356000,2330000
ONION CREEK SCH DIST 30,WASHINGTON,WA,1,97,1,574000,93000,448000,33000,593000,341000,226000
ORCAS ISLAND SCH DIST 137,WASHINGTON,WA,3,97,1,4478000,111000,2679000,1688000,4148000,2164000,1486000
ORCHARD PRAIRIE SCH DIST 123,WASHINGTON,WA,1,97,1,393000,37000,344000,12000,432000,254000,194000
ORIENT SCH DIST 65,WASHINGTON,WA,1,97,1,749000,122000,605000,22000,739000,454000,258000
ORONDO SCH DIST 13,WASHINGTON,WA,3,97,1,1784000,269000,1193000,322000,1788000,914000,667000
OROVILLE SCH DIST 410,WASHINGTON,WA,3,97,1,6123000,618000,4446000,1059000,6062000,3400000,2258000
ORTING SCH DIST 344,WASHINGTON,WA,3,97,1,9525000,381000,6997000,2147000,8794000,5259000,3498000
OTHELLO SCHOOL DIST 147 163-55,WASHINGTON,WA,3,97,1,21667000,1546000,17485000,2636000,24352000,10228000,7240000
PALISADES SCH DIST 102,WASHINGTON,WA,1,97,1,493000,33000,368000,92000,504000,262000,175000
PALOUSE SCH DIST 301,WASHINGTON,WA,3,97,1,2159000,53000,1649000,457000,2090000,1195000,810000
PASCO SCH DIST 1,WASHINGTON,WA,3,97,1,50157000,4696000,36428000,9033000,53002000,28742000,18491000
PATEROS SCH DIST 122,WASHINGTON,WA,3,97,1,2407000,155000,1867000,385000,2330000,1352000,948000
PATERSON SCH DIST 50,WASHINGTON,WA,1,97,1,672000,0,442000,230000,519000,250000,156000
PE ELL SCH DIST 301,WASHINGTON,WA,3,97,1,2263000,121000,1574000,568000,2718000,1355000,923000
PENINSULA SCH DIST 401,WASHINGTON,WA,3,97,1,59796000,2033000,42493000,15270000,53535000,29693000,20079000
PIONEER SCHOOL DISTRICT 402,WASHINGTON,WA,1,97,1,5425000,391000,3681000,1353000,5300000,2975000,1985000
POMEROY SCH DIST 110,WASHINGTON,WA,3,97,1,3537000,164000,2470000,903000,3468000,1919000,1320000
PORT ANGELES SCH DIST 121,WASHINGTON,WA,3,97,1,32175000,2214000,23293000,6668000,31847000,18126000,12535000
PORT TOWNSEND SCH DIST 50,WASHINGTON,WA,3,97,1,12539000,1056000,7267000,4216000,12596000,6480000,4492000
PRESCOTT SCH DIST 402 37,WASHINGTON,WA,3,97,1,2654000,178000,2043000,433000,2796000,1549000,995000
PROSSER SCH DIST 116,WASHINGTON,WA,3,97,1,23004000,1457000,17178000,4369000,24537000,9849000,6400000
PULLMAN SCH DIST 267,WASHINGTON,WA,3,97,1,15171000,610000,9611000,4950000,23047000,8354000,5689000
PUYALLUP SCH DIST 3,WASHINGTON,WA,3,97,1,117814000,3027000,78132000,36655000,115000000,65931000,42987000
QUILCENE SCH DIST 48,WASHINGTON,WA,3,97,1,2291000,252000,1723000,316000,2223000,1301000,863000
QUILLAYUTE VALLEY SCH,WASHINGTON,WA,3,97,1,10412000,951000,8102000,1359000,10223000,5820000,3894000
QUINAULT LAKE SCHOOL DISTRICT 97,WASHINGTON,WA,3,97,1,2327000,136000,1624000,567000,2453000,1369000,898000
QUINCY SCH DISTRICT 144-101,WASHINGTON,WA,3,97,1,12772000,767000,9321000,2684000,12224000,6949000,4905000
RAINIER SCH DIST 307,WASHINGTON,WA,3,97,1,5656000,207000,4009000,1440000,6277000,3366000,2227000
RAYMOND SCH DIST 116,WASHINGTON,WA,3,97,1,6079000,430000,4682000,967000,6039000,2624000,1850000
REARDAN-EDWALL SCH DIST 9,WASHINGTON,WA,3,97,1,4480000,214000,3397000,869000,4489000,2673000,1768000
RENTON SCH DIST 403,WASHINGTON,WA,3,97,1,84507000,3283000,53300000,27924000,91112000,44245000,27886000
REPUBLIC SCH DIST 309,WASHINGTON,WA,3,97,1,4288000,300000,3219000,769000,4289000,1849000,1275000
RICHLAND SCH DIST 400,WASHINGTON,WA,3,97,1,52756000,3869000,36690000,12197000,50716000,30411000,20445000
RIDGEFIELD SCH DIST 122,WASHINGTON,WA,3,97,1,8539000,240000,5935000,2364000,8304000,4371000,3245000
RITZVILLE SCH DIST 160-67,WASHINGTON,WA,3,97,1,3580000,119000,2487000,974000,3450000,2067000,1361000
RIVERSIDE SCH DIST 416,WASHINGTON,WA,3,97,1,14105000,477000,11140000,2488000,13904000,8438000,5505000
ROCHESTER SCH DIST 401,WASHINGTON,WA,3,97,1,11103000,897000,8459000,1747000,13290000,7109000,5597000
ROOSEVELT SCH DIST 403,WASHINGTON,WA,1,97,1,306000,16000,246000,44000,284000,149000,76000
ROSALIA SCH DIST 320,WASHINGTON,WA,3,97,1,2736000,135000,1848000,753000,2917000,1488000,1026000
ROYAL SCHOOL DIST 160,WASHINGTON,WA,3,97,1,9821000,773000,7508000,1540000,11293000,3932000,2863000
SAN JUAN ISLAND SCH DIST 149,WASHINGTON,WA,3,97,1,6708000,211000,4243000,2254000,6006000,3329000,2292000
SATSOP SCH DIST 104,WASHINGTON,WA,1,97,1,345000,40000,291000,14000,342000,196000,171000
SEATTLE SCH DIST 1,WASHINGTON,WA,3,97,1,385257000,25757000,208109000,151391000,338787000,201271000,125128000
SEDRO WOOLLEY SCH DIST 101,WASHINGTON,WA,3,97,1,25879000,1368000,17742000,6769000,26174000,14140000,9326000
SELAH SCH DIST 119,WASHINGTON,WA,3,97,1,22216000,920000,16851000,4445000,22134000,13101000,9148000
SELKIRK SCHOOL DIST 70,WASHINGTON,WA,3,97,1,3320000,287000,2581000,452000,3278000,1936000,1291000
SEQUIM SCHOOL DISTRICT 323,WASHINGTON,WA,3,97,1,17017000,1012000,11691000,4314000,19417000,9408000,6643000
SHAW ISLAND SCH DIST 10,WASHINGTON,WA,1,97,1,199000,2000,173000,24000,208000,133000,91000
SHELTON SCH DIST 309,WASHINGTON,WA,3,97,1,24359000,1896000,17508000,4955000,23882000,14338000,9231000
SHORELINE SCH DIST 412,WASHINGTON,WA,3,97,1,78379000,2296000,44422000,31661000,83830000,40638000,25426000
SKAMANIA SCH DIST 2,WASHINGTON,WA,1,97,1,774000,246000,426000,102000,821000,463000,310000
SKYKOMISH SCH DIST 404,WASHINGTON,WA,3,97,1,1165000,60000,1048000,57000,1223000,694000,466000
SNOHOMISH SCH DIST 201,WASHINGTON,WA,3,97,1,51608000,1333000,36634000,13641000,49997000,30017000,20246000
SNOQUALMIE VALLEY SCH DIST 410,WASHINGTON,WA,3,97,1,27451000,640000,17391000,9420000,26455000,13980000,9318000
SOAP LAKE SCH DIST 156,WASHINGTON,WA,3,97,1,3136000,308000,2513000,315000,3077000,1760000,1202000
SOUTH BEND SCH DIST 118,WASHINGTON,WA,3,97,1,4088000,389000,2900000,799000,4156000,2458000,1727000
SOUTH CENTRAL SCH DIST 406,WASHINGTON,WA,3,97,1,20296000,927000,12285000,7084000,17944000,8528000,5320000
SOUTH KITSAP SCH DIST 402,WASHINGTON,WA,3,97,1,64895000,2362000,50112000,12421000,62479000,39566000,25613000
SOUTH WHIDBEY SCH DIST 206,WASHINGTON,WA,3,97,1,16890000,462000,10734000,5694000,22549000,8619000,5553000
SOUTHSIDE SCH DIST 42,WASHINGTON,WA,1,97,1,1418000,88000,1016000,314000,1374000,705000,554000
SPOKANE SCH DIST 81,WASHINGTON,WA,3,97,1,203445000,13064000,138776000,51605000,199626000,121620000,82001000
SPRAGUE CONS SCH DIST 8,WASHINGTON,WA,3,97,1,1367000,34000,1108000,225000,1300000,757000,430000
ST JOHN SCH DIST 322,WASHINGTON,WA,3,97,1,2108000,124000,1567000,417000,2189000,1208000,803000
STANWOOD SCHOOL DIST 401,WASHINGTON,WA,3,97,1,33667000,810000,23704000,9153000,42262000,14421000,9729000
STAR SCH DIST 54,WASHINGTON,WA,1,97,1,246000,0,209000,37000,249000,126000,82000
STARBUCK SCH DIST 35,WASHINGTON,WA,1,97,1,400000,18000,335000,47000,392000,203000,136000
STEHEKIN SCH DIST 69,WASHINGTON,WA,1,97,1,125000,1000,96000,28000,109000,61000,48000
STEILACOOM SCH DIST 1,WASHINGTON,WA,3,97,1,10845000,516000,7568000,2761000,10466000,5961000,4002000
STEPTOE SCH DIST 304,WASHINGTON,WA,1,97,1,465000,1000,370000,94000,420000,241000,174000
STEVENSON-CARSON SCHOOL DIST 303,WASHINGTON,WA,3,97,1,8640000,3423000,4264000,953000,7951000,4607000,3129000
SULTAN SCH DIST 311,WASHINGTON,WA,3,97,1,12153000,602000,8751000,2800000,10416000,5999000,3780000
SUMMIT VALLEY SCH DISTRICT 202,WASHINGTON,WA,1,97,1,546000,72000,416000,58000,545000,288000,202000
SUMNER SCH DIST 320,WASHINGTON,WA,3,97,1,54645000,1877000,36999000,15769000,52811000,25623000,16721000
SUNNYSIDE SCH DIST 201,WASHINGTON,WA,3,97,1,30439000,5672000,22003000,2764000,29913000,16752000,11270000
TACOMA SCH DIST 10,WASHINGTON,WA,3,97,1,235816000,21411000,142605000,71800000,241855000,133869000,87050000
TAHOLAH SCH DIST 77,WASHINGTON,WA,3,97,1,2656000,826000,1527000,303000,2430000,1310000,886000
TAHOMA SCH DIST 409,WASHINGTON,WA,3,97,1,34428000,739000,23539000,10150000,33808000,18946000,12548000
TEKOA SCH DIST 265,WASHINGTON,WA,3,97,1,2088000,104000,1609000,375000,2076000,1210000,816000
TENINO SCH DIST 402,WASHINGTON,WA,3,97,1,9400000,414000,7151000,1835000,8861000,4784000,3479000
THORP SCH DIST 400,WASHINGTON,WA,3,97,1,1767000,76000,1297000,394000,1733000,949000,713000
TOLEDO SCH DIST 237,WASHINGTON,WA,3,97,1,5668000,356000,4279000,1033000,6344000,3057000,2194000
TONASKET SCH DIST 404,WASHINGTON,WA,3,97,1,8432000,997000,5984000,1451000,8869000,4216000,2680000
TOPPENISH SCH DIST 202,WASHINGTON,WA,3,97,1,22199000,2987000,18433000,779000,22568000,11263000,7544000
TOUCHET SCH DIST 300,WASHINGTON,WA,3,97,1,2262000,143000,1554000,565000,2330000,1196000,856000
TOUTLE LAKE SCH DIST 130,WASHINGTON,WA,3,97,1,4745000,240000,3422000,1083000,4612000,2660000,1875000
TROUT LAKE SCH DIST 400,WASHINGTON,WA,3,97,1,1464000,3000,1205000,256000,1430000,736000,517000
TUMWATER SCH DIST 33,WASHINGTON,WA,3,97,1,41492000,1423000,28078000,11991000,44997000,22338000,14074000
UNION GAP SCH DIST 2,WASHINGTON,WA,1,97,1,3673000,357000,2532000,784000,3636000,2044000,1493000
UNIVERSITY PLACE SCH DIST 83,WASHINGTON,WA,3,97,1,35006000,880000,22798000,11328000,31710000,17974000,11756000
VADER SCH DIST 18,WASHINGTON,WA,1,97,1,1019000,79000,795000,145000,983000,529000,394000
VALLEY SCH DIST 70,WASHINGTON,WA,1,97,1,1117000,117000,900000,100000,1089000,652000,469000
VANCOUVER SCH DIST 37,WASHINGTON,WA,3,97,1,151470000,7482000,106153000,37835000,169208000,77338000,49846000
VASHON ISLAND SCH DISTRICT NO 402,WASHINGTON,WA,3,97,1,12729000,219000,8006000,4504000,10862000,5646000,3848000
WAHKIAKUM SCHOOL DISTRICT #200,WASHINGTON,WA,3,97,1,3295000,127000,2392000,776000,3306000,1856000,1222000
WAHLUKE SCH DIST 73,WASHINGTON,WA,3,97,1,8056000,1129000,5636000,1291000,8605000,4170000,2891000
WAITSBURG SCH DIST 401-100,WASHINGTON,WA,3,97,1,2846000,96000,2130000,620000,2898000,1687000,1219000
WALLA WALLA SCH DIST 140,WASHINGTON,WA,3,97,1,38730000,3493000,27313000,7924000,38284000,23000000,15744000
WAPATO SCH DIST 207,WASHINGTON,WA,3,97,1,21894000,4001000,15864000,2029000,21772000,11779000,7741000
WARDEN SCH DIST 146-161,WASHINGTON,WA,3,97,1,5951000,510000,4348000,1093000,5848000,3280000,2216000
WASHOUGAL SCH DIST 112-6,WASHINGTON,WA,3,97,1,17711000,811000,12374000,4526000,15679000,9399000,6314000
WASHTUCNA SCHOOL DIST 109-43,WASHINGTON,WA,3,97,1,1526000,95000,1185000,246000,1454000,866000,574000
WATERVILLE SCH DIST 209,WASHINGTON,WA,3,97,1,3051000,97000,2253000,701000,3043000,1774000,1168000
WELLPINIT SCH DIST 49,WASHINGTON,WA,3,97,1,3319000,1174000,1884000,261000,3422000,1607000,1129000
WENATCHEE SCHOOL DIST 246,WASHINGTON,WA,3,97,1,42225000,3210000,28957000,10058000,40473000,23828000,15647000
WEST VALLEY SCH DIST 363,WASHINGTON,WA,3,97,1,22070000,847000,15137000,6086000,25512000,13003000,8640000
WEST VALLEY SCH DIST 208,WASHINGTON,WA,3,97,1,27450000,1039000,19767000,6644000,26395000,15149000,10388000
WHITE PASS SCH DIST 303,WASHINGTON,WA,3,97,1,6030000,441000,4204000,1385000,6010000,3476000,2368000
WHITE RIVER SCH DIST 416,WASHINGTON,WA,3,97,1,24235000,742000,16081000,7412000,22591000,12946000,8410000
WHITE SALMON SCH DIST 405-17,WASHINGTON,WA,3,97,1,8022000,600000,5764000,1658000,7932000,4401000,3156000
WILBUR CONS SCH DIST 200,WASHINGTON,WA,3,97,1,2884000,104000,2005000,775000,2675000,1492000,990000
WILLAPA VAL SCH DIST 160,WASHINGTON,WA,3,97,1,3632000,179000,2716000,737000,3551000,2044000,1400000
WILSON CREEK JT CONS SCH DIST 167 202,WASHINGTON,WA,3,97,1,2647000,53000,2272000,322000,3653000,914000,575000
WINLOCK SCH DIST 232,WASHINGTON,WA,3,97,1,4754000,330000,3850000,574000,4772000,2770000,1937000
WISHKAN VALLEY SCH DIST 117,WASHINGTON,WA,3,97,1,1698000,35000,1363000,300000,1675000,1019000,663000
WISHRAM SCH DIST 94,WASHINGTON,WA,3,97,1,1072000,36000,984000,52000,1086000,657000,427000
WOODLAND SCH DIST 404,WASHINGTON,WA,3,97,1,12592000,455000,7904000,4233000,13146000,5934000,3798000
YAKIMA SCH DIST 7,WASHINGTON,WA,3,97,1,106838000,8629000,79306000,18903000,119603000,53745000,37335000
YELM SCH DIST 2,WASHINGTON,WA,3,97,1,26483000,1422000,19600000,5461000,26310000,15808000,10318000
ZILLAH SCH DIST 205,WASHINGTON,WA,3,97,1,6901000,449000,5138000,1314000,6813000,3758000,2434000
BARBOUR CO SCH DIST,WEST VIRGINIA,WV,3,97,1,17137000,2072000,13067000,1998000,16880000,10194000,6975000
BERKELEY CO SCH DIST,WEST VIRGINIA,WV,3,97,1,82364000,6982000,48615000,26767000,83422000,44028000,28437000
BOONE CO SCH DIST,WEST VIRGINIA,WV,3,97,1,37006000,4105000,19740000,13161000,36652000,19670000,13124000
BRAXTON CO SCH DIST,WEST VIRGINIA,WV,3,97,1,17028000,2179000,12475000,2374000,16570000,10173000,7011000
BROOKE CO SCH DIST,WEST VIRGINIA,WV,3,97,1,27699000,1467000,16705000,9527000,27169000,15998000,11228000
CABELL CO SCH DIST,WEST VIRGINIA,WV,3,97,1,103132000,8079000,57882000,37171000,102572000,56192000,37480000
CALHOUN CO SCH DIST,WEST VIRGINIA,WV,3,97,1,8944000,1201000,6594000,1149000,12647000,6080000,4104000
CLAY CO SCH DIST,WEST VIRGINIA,WV,3,97,1,12926000,1811000,8986000,2129000,12938000,7946000,5392000
DODDRIDGE CO SCH DIST,WEST VIRGINIA,WV,3,97,1,9211000,757000,5902000,2552000,9084000,5297000,3399000
FAYETTE CO SCH DIST,WEST VIRGINIA,WV,3,97,1,51655000,4513000,34725000,12417000,50656000,31550000,22294000
GILMER CO SCH DIST,WEST VIRGINIA,WV,3,97,1,8457000,1070000,5260000,2127000,8432000,4565000,2878000
GRANT CO SCH DIST,WEST VIRGINIA,WV,3,97,1,11911000,877000,6789000,4245000,11249000,6923000,4733000
GREENBRIER CO SCH DIST,WEST VIRGINIA,WV,3,97,1,35751000,3705000,24014000,8032000,34563000,21107000,15104000
HAMPSHIRE CO SCH DIST,WEST VIRGINIA,WV,3,97,1,20087000,1755000,13821000,4511000,19997000,11765000,8023000
HANCOCK CO SCH DIST,WEST VIRGINIA,WV,3,97,1,32638000,1552000,17779000,13307000,30235000,19091000,13482000
HARDY CO SCH DIST,WEST VIRGINIA,WV,3,97,1,14364000,852000,9648000,3864000,16302000,6771000,4558000
HARRISON CO SCH DIST,WEST VIRGINIA,WV,3,97,1,85321000,5005000,49404000,30912000,84234000,46367000,30649000
JACKSON CO SCH DIST,WEST VIRGINIA,WV,3,97,1,34660000,2698000,21512000,10450000,33647000,19948000,13077000
JEFFERSON CO SCH DIST,WEST VIRGINIA,WV,3,97,1,42886000,2427000,23131000,17328000,39261000,23667000,16297000
