NAME,STNAME,STABBR,SCHLEV,YEAR,CCDNF,TOTALREV,TFEDREV,TSTREV,TLOCREV,TOTALEXP,TCURELSC,Z32,Z33
ODESSA SCHOOL DISTRICT,Washington,WA,3,10,1,3675000,413000,2410000,852000,3261000,3228000,1873000,1315000
OKANOGAN SCHOOL DISTRICT,Washington,WA,3,10,1,11245000,2448000,7120000,1677000,10618000,10163000,6088000,4050000
OLYMPIA SCHOOL DISTRICT,Washington,WA,3,10,1,108042000,7096000,56246000,44700000,98259000,85315000,53797000,35933000
OMAK SCHOOL DISTRICT,Washington,WA,3,10,1,18277000,4085000,11256000,2936000,19129000,17229000,9941000,6716000
ONALASKA SCHOOL DISTRICT,Washington,WA,3,10,1,8805000,1534000,5750000,1521000,7973000,7665000,4485000,3013000
ONION CREEK SCHOOL DISTRICT,Washington,WA,1,10,1,1000000,207000,729000,64000,980000,979000,529000,320000
ORCAS ISLAND SCHOOL DISTRICT,Washington,WA,3,10,1,6504000,707000,3783000,2014000,6462000,6301000,3736000,2601000
ORCHARD PRAIRIE SCHOOL DISTRICT,Washington,WA,1,10,1,836000,126000,619000,91000,686000,686000,448000,358000
ORIENT SCHOOL DISTRICT,Washington,WA,1,10,1,2083000,354000,1620000,109000,2101000,1877000,835000,425000
ORONDO SCHOOL DISTRICT,Washington,WA,1,10,1,2945000,340000,1654000,951000,2555000,2522000,1544000,939000
OROVILLE SCHOOL DISTRICT,Washington,WA,3,10,1,6863000,1253000,4401000,1209000,6700000,6540000,3916000,2807000
ORTING SCHOOL DISTRICT,Washington,WA,3,10,1,23756000,1874000,14187000,7695000,23764000,19220000,11930000,7822000
OTHELLO SCHOOL DISTRICT,Washington,WA,3,10,1,53264000,7911000,40488000,4865000,50479000,31445000,18508000,12925000
PALISADES SCHOOL DISTRICT,Washington,WA,1,10,1,645000,147000,400000,98000,520000,520000,271000,151000
PALOUSE SCHOOL DISTRICT,Washington,WA,3,10,1,2902000,236000,1990000,676000,2853000,2638000,1689000,1047000
PASCO SCHOOL DISTRICT,Washington,WA,3,10,1,149538000,22507000,96043000,30988000,145668000,126684000,77504000,51514000
PATEROS SCHOOL DISTRICT,Washington,WA,3,10,1,3827000,541000,2670000,616000,4704000,3492000,2041000,1444000
PATERSON SCHOOL DISTRICT,Washington,WA,1,10,1,1562000,327000,843000,392000,1383000,1294000,722000,475000
PE ELL SCHOOL DISTRICT,Washington,WA,3,10,1,4231000,577000,2965000,689000,3718000,3249000,1966000,1382000
PENINSULA SCHOOL DISTRICT,Washington,WA,3,10,1,92786000,7251000,57913000,27622000,84810000,80842000,51174000,34247000
PIONEER SCHOOL DISTRICT,Washington,WA,1,10,1,8058000,992000,4609000,2457000,6749000,6661000,4175000,2856000
POMEROY SCHOOL DISTRICT,Washington,WA,3,10,1,4489000,564000,2826000,1099000,4354000,3947000,2240000,1535000
PORT ANGELES SCHOOL DISTRICT,Washington,WA,3,10,1,41916000,5120000,26928000,9868000,40593000,38441000,23760000,16673000
PORT TOWNSEND SCHOOL DISTRICT,Washington,WA,3,10,1,16027000,2319000,8307000,5401000,14564000,14068000,8462000,5679000
PRESCOTT SCHOOL DISTRICT,Washington,WA,3,10,1,4052000,604000,2505000,943000,3868000,3600000,2060000,1344000
PROSSER SCHOOL DISTRICT,Washington,WA,3,10,1,30456000,4722000,20056000,5678000,28268000,27553000,16919000,11129000
PULLMAN SCHOOL DISTRICT,Washington,WA,3,10,1,23727000,2063000,14067000,7597000,21265000,20251000,12124000,7949000
PUYALLUP SCHOOL DISTRICT,Washington,WA,3,10,1,216440000,15980000,132810000,67650000,210740000,186455000,122187000,77532000
QUILCENE SCHOOL DISTRICT,Washington,WA,3,10,1,3706000,440000,2471000,795000,3578000,3302000,1829000,1248000
QUILLAYUTE VALLEY SCHOOL DISTRICT,Washington,WA,3,10,1,26214000,3535000,20844000,1835000,28126000,22857000,7278000,4664000
LAKE QUINAULT SCHOOL DISTRICT,Washington,WA,3,10,1,3619000,553000,2321000,745000,3417000,3143000,1862000,1170000
QUINCY SCHOOL DISTRICT,Washington,WA,3,10,1,28164000,5175000,16924000,6065000,26180000,25276000,15691000,10997000
RAINIER SCHOOL DISTRICT,Washington,WA,3,10,1,8966000,917000,5444000,2605000,9729000,8074000,4933000,3520000
RAYMOND SCHOOL DISTRICT,Washington,WA,3,10,1,8079000,1089000,5200000,1790000,8307000,6828000,3688000,2671000
REARDANEDWALL SCHOOL DISTRICT,Washington,WA,3,10,1,7189000,745000,4872000,1572000,6775000,6686000,3894000,2549000
RENTON SCHOOL DISTRICT,Washington,WA,3,10,1,172823000,17550000,87083000,68190000,165505000,126620000,81545000,53953000
REPUBLIC SCHOOL DISTRICT,Washington,WA,3,10,1,4389000,870000,2991000,528000,4513000,4321000,2414000,1629000
RICHLAND SCHOOL DISTRICT,Washington,WA,3,10,1,108668000,12115000,67086000,29467000,103362000,94071000,57818000,37756000
RIDGEFIELD SCHOOL DISTRICT,Washington,WA,3,10,1,18965000,778000,12402000,5785000,16385000,15458000,8871000,6489000
RITZVILLE SCHOOL DISTRICT,Washington,WA,3,10,1,4969000,524000,2947000,1498000,4699000,4266000,2423000,1688000
RIVERSIDE SCHOOL DISTRICT,Washington,WA,3,10,1,17808000,2579000,12046000,3183000,17511000,16563000,9547000,6386000
ROCHESTER SCHOOL DISTRICT,Washington,WA,3,10,1,24208000,2634000,16059000,5515000,23238000,20931000,11771000,8903000
ROOSEVELT SCHOOL DISTRICT,Washington,WA,1,10,1,557000,90000,455000,12000,624000,504000,274000,199000
ROSALIA SCHOOL DISTRICT,Washington,WA,3,10,1,3837000,432000,2361000,1044000,3346000,3109000,1865000,1219000
ROYAL SCHOOL DISTRICT,Washington,WA,3,10,1,14305000,2551000,10144000,1610000,14239000,13716000,8128000,5859000
SAN JUAN ISLAND SCHOOL DISTRICT,Washington,WA,3,10,1,10432000,725000,5457000,4250000,8820000,8426000,5049000,3317000
SATSOP SCHOOL DISTRICT,Washington,WA,1,10,1,622000,113000,450000,59000,751000,494000,318000,269000
SEATTLE PUBLIC SCHOOLS,Washington,WA,3,10,1,657283000,70060000,299678000,287545000,728773000,534534000,337931000,217829000
SEDROWOOLLEY SCHOOL DISTRICT,Washington,WA,3,10,1,43677000,5313000,27101000,11263000,40352000,38585000,24895000,16370000
SELAH SCHOOL DISTRICT,Washington,WA,3,10,1,33595000,4329000,21636000,7630000,31023000,29895000,18976000,12784000
SELKIRK SCHOOL DISTRICT,Washington,WA,3,10,1,3992000,686000,2701000,605000,3971000,3860000,2290000,1416000
SEQUIM SCHOOL DISTRICT,Washington,WA,3,10,1,27300000,3109000,17470000,6721000,25113000,23803000,14548000,10121000
SHAW ISLAND SCHOOL DISTRICT,Washington,WA,1,10,1,338000,20000,302000,16000,608000,358000,213000,139000
SHELTON SCHOOL DISTRICT,Washington,WA,3,10,1,44127000,5854000,27629000,10644000,42682000,40491000,24906000,16642000
SHORELINE SCHOOL DISTRICT,Washington,WA,3,10,1,118173000,7861000,54729000,55583000,100332000,83978000,55715000,35130000
SKAMANIA SCHOOL DISTRICT,Washington,WA,1,10,1,781000,208000,521000,52000,795000,785000,483000,325000
SKYKOMISH SCHOOL DISTRICT,Washington,WA,3,10,1,2321000,82000,1456000,783000,2613000,2416000,1101000,696000
SNOHOMISH SCHOOL DISTRICT,Washington,WA,3,10,1,118419000,6390000,69092000,42937000,172977000,87453000,55424000,37609000
SNOQUALMIE VALLEY SCHOOL DISTRICT,Washington,WA,3,10,1,60819000,3413000,34557000,22849000,74923000,48501000,29797000,20278000
SOAP LAKE SCHOOL DISTRICT,Washington,WA,3,10,1,5822000,1392000,3590000,840000,5569000,5448000,3186000,2171000
SOUTH BEND SCHOOL DISTRICT,Washington,WA,3,10,1,9589000,935000,7335000,1319000,9101000,6656000,3947000,2746000
TUKWILA SCHOOL DISTRICT,Washington,WA,3,10,1,35496000,3606000,18714000,13176000,30471000,28467000,17456000,11418000
SOUTH KITSAP SCHOOL DISTRICT,Washington,WA,3,10,1,94103000,11456000,63075000,19572000,93329000,92108000,58330000,37283000
SOUTH WHIDBEY SCHOOL DISTRICT,Washington,WA,3,10,1,20938000,1414000,11019000,8505000,17924000,16637000,10310000,6602000
SOUTHSIDE SCHOOL DISTRICT,Washington,WA,1,10,1,2421000,279000,1343000,799000,2052000,1881000,1135000,753000
SPOKANE SCHOOL DISTRICT,Washington,WA,3,10,1,334572000,46111000,199701000,88760000,337374000,287244000,190474000,126745000
SPRAGUE SCHOOL DISTRICT,Washington,WA,3,10,1,2070000,185000,1529000,356000,2907000,1829000,1098000,739000
ST. JOHN SCHOOL DISTRICT,Washington,WA,3,10,1,3071000,277000,2285000,509000,3027000,2831000,1611000,1017000
STANWOODCAMANO SCHOOL DISTRICT,Washington,WA,3,10,1,53750000,4203000,31653000,17894000,48631000,45793000,29781000,19667000
STAR SCHOOL DISTRICT,Washington,WA,1,10,1,309000,17000,288000,4000,416000,336000,151000,105000
STARBUCK SCHOOL DISTRICT,Washington,WA,1,10,1,518000,7000,508000,3000,495000,368000,199000,123000
STEHEKIN SCHOOL DISTRICT,Washington,WA,1,10,1,316000,14000,300000,2000,400000,196000,106000,93000
STEILACOOM HIST. SCHOOL DISTRICT,Washington,WA,3,10,1,44664000,2892000,29023000,12749000,41231000,34558000,18366000,13568000
STEPTOE SCHOOL DISTRICT,Washington,WA,1,10,1,693000,50000,500000,143000,607000,585000,347000,222000
STEVENSONCARSON SCHOOL DISTRICT,Washington,WA,3,10,1,12683000,4457000,6708000,1518000,12288000,12015000,6318000,4331000
SULTAN SCHOOL DISTRICT,Washington,WA,3,10,1,20629000,2350000,13515000,4764000,19064000,18501000,11653000,7805000
SUMMIT VALLEY SCHOOL DISTRICT,Washington,WA,1,10,1,993000,193000,742000,58000,987000,918000,522000,366000
SUMNER SCHOOL DISTRICT,Washington,WA,3,10,1,88563000,6349000,51011000,31203000,126772000,72515000,47212000,30359000
SUNNYSIDE SCHOOL DISTRICT,Washington,WA,3,10,1,65265000,18647000,44013000,2605000,68590000,56447000,35014000,22289000
TACOMA SCHOOL DISTRICT,Washington,WA,3,10,1,357039000,55281000,184943000,116815000,353151000,312237000,204426000,131773000
TAHOLAH SCHOOL DISTRICT,Washington,WA,3,10,1,3932000,1825000,1809000,298000,4070000,3790000,1930000,1304000
TAHOMA SCHOOL DISTRICT,Washington,WA,3,10,1,73317000,4411000,44330000,24576000,69239000,61481000,38786000,26073000
TEKOA SCHOOL DISTRICT,Washington,WA,3,10,1,3045000,423000,2234000,388000,3010000,2808000,1734000,1188000
TENINO SCHOOL DISTRICT,Washington,WA,3,10,1,12247000,1366000,8010000,2871000,12902000,12519000,6949000,4756000
THORP SCHOOL DISTRICT,Washington,WA,3,10,1,2848000,497000,1764000,587000,2864000,2854000,1734000,1182000
TOLEDO SCHOOL DISTRICT,Washington,WA,3,10,1,8873000,1380000,5687000,1806000,8140000,7970000,4544000,3396000
TONASKET SCHOOL DISTRICT,Washington,WA,3,10,1,11445000,2199000,7362000,1884000,10489000,10055000,6258000,4059000
TOPPENISH SCHOOL DISTRICT,Washington,WA,3,10,1,39396000,10442000,26162000,2792000,36282000,33660000,19314000,12725000
TOUCHET SCHOOL DISTRICT,Washington,WA,3,10,1,3924000,431000,2390000,1103000,4448000,3709000,2101000,1523000
TOUTLE LAKE SCHOOL DISTRICT,Washington,WA,3,10,1,6812000,522000,4505000,1785000,5767000,5656000,3489000,2451000
TROUT LAKE SCHOOL DISTRICT,Washington,WA,3,10,1,2442000,110000,1868000,464000,2293000,2077000,1188000,810000
TUMWATER SCHOOL DISTRICT,Washington,WA,3,10,1,73354000,5075000,43962000,24317000,68275000,60461000,36929000,24232000
UNION GAP SCHOOL DISTRICT,Washington,WA,1,10,1,10489000,1111000,7585000,1793000,9642000,5467000,3382000,2198000
UNIVERSITY PLACE SCHOOL DISTRICT,Washington,WA,3,10,1,65870000,5737000,39630000,20503000,68209000,48690000,31613000,20542000
VALLEY SCHOOL DISTRICT,Washington,WA,1,10,1,15943000,810000,10070000,5063000,15209000,9580000,4456000,1916000
VANCOUVER SCHOOL DISTRICT,Washington,WA,3,10,1,232864000,30151000,139110000,63603000,218701000,206967000,132541000,85266000
VASHON ISLAND SCHOOL DISTRICT,Washington,WA,3,10,1,16987000,941000,9253000,6793000,15068000,14054000,8501000,5594000
WAHKIAKUM SCHOOL DISTRICT,Washington,WA,3,10,1,5204000,417000,3534000,1253000,4282000,4102000,2418000,1628000
WAHLUKE SCHOOL DISTRICT,Washington,WA,3,10,1,21325000,5065000,13711000,2549000,20299000,19052000,11701000,7745000
WAITSBURG SCHOOL DISTRICT,Washington,WA,3,10,1,4097000,431000,2743000,923000,3776000,3649000,2200000,1565000
WALLA WALLA PUBLIC SCHOOLS,Washington,WA,3,10,1,70700000,11374000,44934000,14392000,68867000,59249000,36172000,24507000
WAPATO SCHOOL DISTRICT,Washington,WA,3,10,1,34714000,10109000,22259000,2346000,34304000,33491000,20386000,13025000
WARDEN SCHOOL DISTRICT,Washington,WA,3,10,1,10724000,2134000,6563000,2027000,10075000,9296000,5725000,3758000
WASHOUGAL SCHOOL DISTRICT,Washington,WA,3,10,1,32361000,3833000,18615000,9913000,28754000,26442000,16046000,10705000
WASHTUCNA SCHOOL DISTRICT,Washington,WA,3,10,1,2077000,215000,1661000,201000,1899000,1888000,1155000,722000
WATERVILLE SCHOOL DISTRICT,Washington,WA,3,10,1,3995000,345000,2600000,1050000,3481000,3337000,1984000,1304000
WELLPINIT SCHOOL DISTRICT,Washington,WA,3,10,1,7780000,3641000,3888000,251000,7316000,7197000,4247000,2812000
WENATCHEE SCHOOL DISTRICT,Washington,WA,3,10,1,77803000,12255000,50758000,14790000,72119000,68784000,43833000,29417000
WEST VALLEY SCHOOL DISTRICT SPOKANE),Washington,WA,3,10,1,41121000,4743000,24156000,12222000,38094000,35901000,21899000,13809000
WEST VALLEY SCHOOL DISTRICT YAKIMA),Washington,WA,3,10,1,55234000,5767000,36840000,12627000,56989000,42414000,26387000,17922000
WHITE PASS SCHOOL DISTRICT,Washington,WA,3,10,1,8130000,1007000,4679000,2444000,20935000,4987000,2935000,1957000
WHITE RIVER SCHOOL DISTRICT,Washington,WA,3,10,1,45557000,3639000,25950000,15968000,39651000,36535000,22617000,14229000
WHITE SALMON VALLEY SCHOOL DISTRICT,Washington,WA,3,10,1,12488000,1082000,8120000,3286000,10749000,10066000,6181000,4240000
WILBUR SCHOOL DISTRICT,Washington,WA,3,10,1,3616000,413000,2401000,802000,3409000,3395000,1983000,1317000
WILLAPA VALLEY SCHOOL DISTRICT,Washington,WA,3,10,1,5299000,528000,3427000,1344000,5238000,4290000,2553000,1794000
WILSON CREEK SCHOOL DISTRICT,Washington,WA,3,10,1,2560000,281000,1917000,362000,2461000,2337000,1343000,933000
WINLOCK SCHOOL DISTRICT,Washington,WA,3,10,1,7855000,1272000,5316000,1267000,7652000,7136000,4057000,2976000
WISHKAH VALLEY SCHOOL DISTRICT,Washington,WA,3,10,1,2074000,242000,1198000,634000,2122000,2023000,1197000,785000
WISHRAM SCHOOL DISTRICT,Washington,WA,3,10,1,1925000,324000,1489000,112000,1778000,1717000,1050000,726000
WOODLAND SCHOOL DISTRICT,Washington,WA,3,10,1,24081000,2178000,15210000,6693000,21991000,19705000,12233000,7476000
YAKIMA SCHOOL DISTRICT,Washington,WA,3,10,1,170180000,40511000,107109000,22560000,157363000,146904000,90354000,61497000
YELM SCHOOL DISTRICT,Washington,WA,3,10,1,51413000,4929000,33108000,13376000,51431000,45508000,28795000,18944000
ZILLAH SCHOOL DISTRICT,Washington,WA,3,10,1,12690000,2343000,8337000,2010000,11468000,10913000,6865000,4802000
BARBOUR COUNTY SCHOOLS,West Virginia,WV,3,10,1,25314000,5208000,17174000,2932000,28659000,26858000,13234000,8820000
BERKELEY COUNTY SCHOOLS,West Virginia,WV,3,10,1,188195000,24774000,93775000,69646000,206428000,195668000,100879000,65722000
BOONE COUNTY  SCHOOLS,West Virginia,WV,3,10,1,58133000,8401000,24650000,25082000,61512000,59681000,30521000,19453000
BRAXTON COUNTY SCHOOLS,West Virginia,WV,3,10,1,28537000,5917000,17732000,4888000,36883000,27460000,13869000,8969000
BROOKE COUNTY SCHOOLS,West Virginia,WV,3,10,1,38519000,5285000,20400000,12834000,41574000,40284000,20829000,13626000
CABELL COUNTY SCHOOLS,West Virginia,WV,3,10,1,145506000,24977000,70906000,49623000,166434000,146475000,71747000,46377000
CALHOUN COUNTY SCHOOLS,West Virginia,WV,3,10,1,13096000,2263000,8670000,2163000,12725000,12490000,6099000,3764000
CLAY COUNTY SCHOOLS,West Virginia,WV,3,10,1,21415000,4861000,13421000,3133000,22924000,21540000,11596000,7331000
DODDRIDGE COUNTY SCHOOLS,West Virginia,WV,3,10,1,16484000,2565000,6948000,6971000,15566000,14814000,8063000,4921000
FAYETTE COUNTY SCHOOLS,West Virginia,WV,3,10,1,75819000,14031000,43737000,18051000,84109000,81285000,40723000,26949000
GILMER COUNTY SCHOOLS,West Virginia,WV,3,10,1,11552000,2216000,6028000,3308000,12763000,12456000,5684000,3523000
GRANT COUNTY SCHOOLS,West Virginia,WV,3,10,1,17900000,3254000,9289000,5357000,20139000,19615000,10068000,6735000
GREENBRIER COUNTY SCHOOLS,West Virginia,WV,3,10,1,63719000,11185000,32433000,20101000,69967000,62611000,31853000,22967000
HAMPSHIRE COUNTY SCHOOLS,West Virginia,WV,3,10,1,35278000,7545000,19421000,8312000,39289000,38604000,18697000,11879000
HANCOCK COUNTY SCHOOLS,West Virginia,WV,3,10,1,48067000,6875000,24407000,16785000,51330000,46080000,26217000,17049000
HARDY COUNTY SCHOOLS,West Virginia,WV,3,10,1,21598000,3805000,12521000,5272000,23865000,23170000,11806000,7694000
HARRISON COUNTY SCHOOLS,West Virginia,WV,3,10,1,120803000,20293000,61891000,38619000,135257000,131934000,66806000,41648000
INSTITUTIONAL EDUCATIONAL PROGRAMS,West Virginia,WV,3,10,1,-2,-2,-2,-2,-2,-2,-2,-2
JACKSON COUNTY SCHOOLS,West Virginia,WV,3,10,1,53585000,7850000,29345000,16390000,59874000,56688000,29324000,18663000
JEFFERSON COUNTY SCHOOLS,West Virginia,WV,3,10,1,104615000,9947000,42120000,52548000,114077000,102355000,52687000,33967000
KANAWHA COUNTY SCHOOLS,West Virginia,WV,3,10,1,314476000,53490000,152506000,108480000,342409000,321932000,170208000,111406000
LEWIS COUNTY SCHOOLS,West Virginia,WV,3,10,1,28490000,4089000,13778000,10623000,32255000,31064000,15943000,9862000
LINCOLN COUNTY SCHOOLS,West Virginia,WV,3,10,1,41728000,8115000,25606000,8007000,46141000,44457000,21680000,13860000
LOGAN COUNTY SCHOOLS,West Virginia,WV,3,10,1,70753000,11792000,36848000,22113000,75262000,72232000,36567000,23585000
MARION COUNTY SCHOOLS,West Virginia,WV,3,10,1,87132000,12299000,45974000,28859000,96436000,94863000,48299000,31377000
MARSHALL COUNTY SCHOOLS,West Virginia,WV,3,10,1,66934000,10069000,27999000,28866000,66085000,63753000,31779000,20521000
MASON COUNTY SCHOOLS,West Virginia,WV,3,10,1,53877000,8461000,27037000,18379000,57202000,51427000,26294000,17318000
MCDOWELL COUNTY SCHOOLS,West Virginia,WV,3,10,1,67217000,12602000,41077000,13538000,68148000,48708000,23972000,15245000
MERCER COUNTY SCHOOLS,West Virginia,WV,3,10,1,99831000,15386000,61705000,22740000,115624000,107983000,54481000,34122000
MINERAL COUNTY SCHOOLS,West Virginia,WV,3,10,1,47829000,7721000,28595000,11513000,55344000,52917000,27175000,16986000
MINGO COUNTY SCHOOLS,West Virginia,WV,3,10,1,67152000,13996000,36769000,16387000,75009000,57749000,29307000,19839000
MONONGALIA COUNTY SCHOOLS,West Virginia,WV,3,10,1,124536000,17510000,55870000,51156000,135014000,118674000,62305000,41694000
MONROE COUNTY SCHOOLS,West Virginia,WV,3,10,1,21680000,4461000,12863000,4356000,22836000,21652000,11878000,7607000
MORGAN COUNTY SCHOOLS,West Virginia,WV,3,10,1,27869000,3582000,13029000,11258000,31345000,30124000,15095000,9453000
NICHOLAS COUNTY SCHOOLS,West Virginia,WV,3,10,1,42803000,8137000,24549000,10117000,44210000,43495000,23997000,15962000
OHIO COUNTY SCHOOLS,West Virginia,WV,3,10,1,61966000,8875000,30905000,22186000,68283000,64501000,32407000,20891000
PENDLETON COUNTY SCHOOLS,West Virginia,WV,3,10,1,11747000,1891000,7623000,2233000,14490000,13502000,6871000,4357000
PLEASANTS COUNTY SCHOOLS,West Virginia,WV,3,10,1,17150000,2073000,6301000,8776000,18038000,17829000,8867000,5219000
POCAHONTAS COUNTY SCHOOLS,West Virginia,WV,3,10,1,13612000,2654000,6111000,4847000,15303000,15110000,7606000,4723000
PRESTON COUNTY SCHOOLS,West Virginia,WV,3,10,1,44547000,8255000,27019000,9273000,52747000,50700000,25907000,18070000
PUTNAM COUNTY SCHOOLS,West Virginia,WV,3,10,1,104012000,12470000,55042000,36500000,114197000,106419000,56464000,38338000
RALEIGH COUNTY SCHOOLS,West Virginia,WV,3,10,1,134270000,21291000,73051000,39928000,147423000,138631000,69628000,43767000
RANDOLPH COUNTY SCHOOLS,West Virginia,WV,3,10,1,47887000,9551000,31525000,6811000,54824000,48323000,24883000,17337000
RITCHIE COUNTY SCHOOLS,West Virginia,WV,3,10,1,17978000,2695000,9603000,5680000,20174000,19873000,10078000,6533000
ROANE COUNTY SCHOOLS,West Virginia,WV,3,10,1,25113000,5427000,16626000,3060000,27999000,27073000,13756000,9098000
SUMMERS COUNTY SCHOOLS,West Virginia,WV,3,10,1,15691000,3123000,9962000,2606000,18177000,17111000,8915000,5983000
TAYLOR COUNTY SCHOOLS,West Virginia,WV,3,10,1,25458000,4406000,14882000,6170000,25204000,23716000,13298000,8691000
TUCKER COUNTY SCHOOLS,West Virginia,WV,3,10,1,12512000,2213000,6757000,3542000,13035000,12392000,6543000,4327000
TYLER COUNTY SCHOOLS,West Virginia,WV,3,10,1,18816000,3553000,9855000,5408000,20672000,19064000,9449000,6147000
UPSHUR COUNTY SCHOOLS,West Virginia,WV,3,10,1,39547000,7326000,23272000,8949000,45387000,43907000,21413000,14588000
WAYNE COUNTY SCHOOLS,West Virginia,WV,3,10,1,79535000,13852000,48062000,17621000,87712000,85505000,41648000,28220000
WEBSTER COUNTY SCHOOLS,West Virginia,WV,3,10,1,20707000,4826000,13425000,2456000,21920000,18290000,9118000,6407000
WETZEL COUNTY SCHOOLS,West Virginia,WV,3,10,1,33589000,5203000,19347000,9039000,37735000,36001000,18093000,11768000
WIRT COUNTY SCHOOLS,West Virginia,WV,3,10,1,10282000,2129000,6486000,1667000,11537000,11382000,5688000,3504000
WOOD COUNTY SCHOOLS,West Virginia,WV,3,10,1,140980000,21378000,77410000,42192000,153789000,150028000,79313000,52381000
WV SCHOOLS FOR THE DEAF AND THE BLIND,West Virginia,WV,3,10,1,-2,-2,-2,-2,-2,-2,-2,-2
WYOMING COUNTY SCHOOLS,West Virginia,WV,3,10,1,51033000,7641000,25408000,17984000,49252000,48247000,26208000,17258000
LAKE COUNTRY SCHOOL DISTRICT,Wisconsin,WI,1,10,1,7402000,240000,231000,6931000,7510000,6033000,3235000,2529000
BLAIR-TAYLOR SCHOOL DISTRICT,Wisconsin,WI,3,10,1,9024000,1133000,5054000,2837000,8417000,7503000,3544000,2571000
RIVER RIDGE SCHOOL DISTRICT,Wisconsin,WI,3,10,1,7567000,728000,4142000,2697000,7429000,7098000,3371000,2435000
BROWN CO CDEB,Wisconsin,WI,5,10,1,7332000,364000,3016000,3952000,6503000,5575000,3081000,2652000
MARATHON CO CDEB,Wisconsin,WI,7,10,1,-2,-2,-2,-2,-2,-2,-2,-2
WALWORTH CO CDEB,Wisconsin,WI,5,10,1,16592000,2923000,4917000,8752000,14209000,10374000,6068000,5132000
COOPERATIVE ED SERV AGCY 01,Wisconsin,WI,7,10,1,-2,-2,-2,-2,-2,-2,-2,-2
COOPERATIVE ED SERV AGCY 02,Wisconsin,WI,7,10,1,-2,-2,-2,-2,-2,-2,-2,-2
COOPERATIVE ED SERV AGCY 03,Wisconsin,WI,7,10,1,-2,-2,-2,-2,-2,-2,-2,-2
COOPERATIVE ED SERV AGCY 04,Wisconsin,WI,7,10,1,-2,-2,-2,-2,-2,-2,-2,-2
COOPERATIVE ED SERV AGCY 05,Wisconsin,WI,7,10,1,-2,-2,-2,-2,-2,-2,-2,-2
COOPERATIVE ED SERV AGCY 06,Wisconsin,WI,7,10,1,-2,-2,-2,-2,-2,-2,-2,-2
COOPERATIVE ED SERV AGCY 07,Wisconsin,WI,7,10,1,-2,-2,-2,-2,-2,-2,-2,-2
COOPERATIVE ED SERV AGCY 08,Wisconsin,WI,7,10,1,-2,-2,-2,-2,-2,-2,-2,-2
ABBOTSFORD SCHOOL DISTRICT,Wisconsin,WI,3,10,1,8343000,775000,5188000,2380000,8486000,5854000,3238000,2360000
COOPERATIVE ED SERV AGCY 09,Wisconsin,WI,7,10,1,-2,-2,-2,-2,-2,-2,-2,-2
COOPERATIVE ED SERV AGCY 10,Wisconsin,WI,7,10,1,-2,-2,-2,-2,-2,-2,-2,-2
COOPERATIVE ED SERV AGCY 11,Wisconsin,WI,7,10,1,-2,-2,-2,-2,-2,-2,-2,-2
COOPERATIVE ED SERV AGCY 12,Wisconsin,WI,7,10,1,-2,-2,-2,-2,-2,-2,-2,-2
WISCONSIN DEPARTMENT OF CORRECTIONS,Wisconsin,WI,2,10,1,-2,-2,-2,-2,-2,-2,-2,-2
WISCONSIN DEPARTMENT OF HEALTH SERVICES,Wisconsin,WI,3,10,1,-2,-2,-2,-2,-2,-2,-2,-2
WISCONSIN DEPT OF PUBLIC INSTRUCTION,Wisconsin,WI,N,10,1,-2,-2,-2,-2,-2,-2,-2,-2
DOWNTOWN MONTESSORI AGENCY,Wisconsin,WI,1,10,1,-1,-1,-1,-1,-1,-1,-1,-1
CENTRAL CITY CYBERSCHOOL AGENCY,Wisconsin,WI,1,10,1,-1,-1,-1,-1,-1,-1,-1,-1
MILWAUKEE ACADEMY OF SCIENCE AGENCY,Wisconsin,WI,3,10,1,-1,-1,-1,-1,-1,-1,-1,-1
SCHOOL FOR EARLY DEVELOPMENT AND ACHIEVEMENT (SEDA) AGENCY,Wisconsin,WI,1,10,1,-1,-1,-1,-1,-1,-1,-1,-1
BUSINESS AND ECONOMICS ACADEMY OF MILWAUKEE INC AGENCY,Wisconsin,WI,1,10,1,-1,-1,-1,-1,-1,-1,-1,-1
21ST CENTURY PREPARATORY SCHOOL AGENCY,Wisconsin,WI,1,10,1,-1,-1,-1,-1,-1,-1,-1,-1
YMCA YOUNG LEADERS ACADEMY AGENCY,Wisconsin,WI,1,10,1,-1,-1,-1,-1,-1,-1,-1,-1
DLH ACADEMY AGENCY,Wisconsin,WI,1,10,1,-1,-1,-1,-1,-1,-1,-1,-1
MILWAUKEE COLLEGE PREPARATORY SCHOOL AGENCY,Wisconsin,WI,1,10,1,-1,-1,-1,-1,-1,-1,-1,-1
CALUMET CO CDEB,Wisconsin,WI,5,10,1,1679000,0,476000,1203000,1444000,0,0,0
TENOR HIGH SCHOOL AGENCY,Wisconsin,WI,2,10,1,-1,-1,-1,-1,-1,-1,-1,-1
TREVOR-WILMOT CONSOLIDATED SCHOOL DISTRICT,Wisconsin,WI,1,10,1,8220000,510000,4720000,2990000,7565000,6595000,3506000,2574000
INLAND SEAS SCHOOL OF EXPEDITIONARY LRNG AGENCY,Wisconsin,WI,2,10,1,-1,-1,-1,-1,-1,-1,-1,-1
MILWAUKEE RENAISSANCE ACADEMY AGENCY,Wisconsin,WI,1,10,1,-1,-1,-1,-1,-1,-1,-1,-1
