NAME,STNAME,STABBR,SCHLEV,YEAR,CCDNF,TOTALREV,TFEDREV,TSTREV,TLOCREV,TOTALEXP,Z32,Z33
DALZELL SCH DIST 98,ILLINOIS,IL,1,98,1,387000,13000,247000,127000,464000,236000,144000
DEPUE UNIT SCH DIST 103,ILLINOIS,IL,3,98,1,2376000,232000,1774000,370000,2312000,1291000,939000
HALL TWP HIGH SCH DIST 502,ILLINOIS,IL,2,98,1,3505000,86000,1509000,1910000,3848000,1820000,1268000
LADD COMM CONS SCH DIST 94,ILLINOIS,IL,1,98,1,971000,41000,431000,499000,844000,455000,364000
LA MOILLE CU SCH DIST 303,ILLINOIS,IL,3,98,1,2309000,120000,910000,1279000,2214000,1209000,833000
LEEPERTOWN CC SCHOOL DIST 175,ILLINOIS,IL,1,98,1,469000,26000,294000,149000,540000,244000,135000
MALDEN C C SCH DIST 84,ILLINOIS,IL,1,98,1,851000,7000,360000,484000,892000,464000,313000
NEPONSET COM CONS SCH DIST 307,ILLINOIS,IL,3,98,1,1190000,80000,522000,588000,1078000,632000,435000
OHIO C C SCH DIST 17,ILLINOIS,IL,1,98,1,974000,46000,389000,539000,922000,462000,334000
OHIO COM HIGH SCHOOL DIST 505,ILLINOIS,IL,2,98,1,534000,4000,135000,395000,560000,324000,181000
PRINCETON ELEM DIST 115,ILLINOIS,IL,1,98,1,7816000,257000,3870000,3689000,7610000,4533000,3255000
PRINCETON HIGH SCHOOL DIST 500,ILLINOIS,IL,2,98,1,6731000,135000,2851000,3745000,6216000,3618000,2751000
SPRING VALLEY CC SCH DIST 99,ILLINOIS,IL,1,98,1,3694000,218000,2058000,1418000,3871000,1940000,1400000
BUREAU VALLEY CUSD 340,ILLINOIS,IL,3,98,1,10425000,298000,4275000,5852000,16228000,5059000,3334000
BUREAU COUNTY COOPERATIVE ALTERNATIVE SCHOOL,ILLINOIS,IL,7,98,0,10000,0,0,10000,99000,32000,32000
BMP TRI-CO SPEC EDUC COOP,ILLINOIS,IL,7,98,1,1252000,842000,102000,308000,941000,645000,0
BRUSSELS CMTY UNIT SCH DIST 42,ILLINOIS,IL,3,98,1,1177000,64000,510000,603000,1181000,736000,449000
CALHOUN COMM UNIT SCH DIST 40,ILLINOIS,IL,3,98,1,3252000,177000,2096000,979000,3289000,1842000,1302000
CHADWICK CU SCH DIST 399,ILLINOIS,IL,3,98,1,4025000,105000,1692000,2228000,3919000,2015000,1366000
MT CARROLL CU SCH DIST 304,ILLINOIS,IL,3,98,1,4243000,99000,1947000,2197000,7611000,1827000,1305000
SAVANNA CU SCH DIST 300,ILLINOIS,IL,3,98,1,5573000,333000,3458000,1782000,5540000,2852000,1881000
THOMSON COMM UNIT SCH DIST 301,ILLINOIS,IL,3,98,1,2236000,149000,1151000,936000,2192000,1275000,865000
CARROLL/JODAVIESS ED. INTER-GOVERNMENTAL AGMNT,ILLINOIS,IL,7,98,0,327000,0,0,327000,260000,201000,194000
EAGLE RIDGE VOCATIONAL DELIVERY SYSTEM,ILLINOIS,IL,7,98,0,305000,36000,258000,11000,30000,0,0
EASTLAND COMM UNIT SCH DIST 308,ILLINOIS,IL,3,98,1,5239000,134000,784000,4321000,5106000,2687000,1886000
BEARDSTOWN CU SCH DIST 15,ILLINOIS,IL,3,98,1,7191000,512000,4458000,2221000,8184000,4776000,3578000
VIRGINIA CU SCH DIST 64,ILLINOIS,IL,3,98,1,2624000,105000,1360000,1159000,2445000,1471000,1027000
ASHLAND-CHANDLERVILLE CUSD 262,ILLINOIS,IL,3,98,1,3216000,161000,1634000,1421000,3519000,2060000,1363000
FISHER C U SCH DIST 1,ILLINOIS,IL,3,98,1,3268000,85000,662000,2521000,3239000,1912000,1319000
MAHOMET C U SCH DIST 3,ILLINOIS,IL,3,98,1,15424000,705000,7668000,7051000,15341000,8734000,6345000
TOLONO C U SCH DIST 7,ILLINOIS,IL,3,98,1,7857000,288000,2618000,4951000,8057000,4773000,3231000
CHAMPAIGN CU SCH DIST 4,ILLINOIS,IL,3,98,1,60655000,3706000,13118000,43831000,69678000,36198000,25573000
GIFFORD CC SCH DIST 188,ILLINOIS,IL,1,98,1,1291000,68000,431000,792000,1249000,602000,420000
HERITAGE COMM UNIT SCH DIST 8,ILLINOIS,IL,3,98,1,3610000,93000,1040000,2477000,4136000,2058000,1499000
LUDLOW COMM CONS SCH DIST 142,ILLINOIS,IL,1,98,1,914000,104000,446000,364000,811000,516000,338000
OGDEN COMM CONS SCH DIST 212,ILLINOIS,IL,1,98,1,958000,38000,544000,376000,706000,400000,261000
RANTOUL SCH DIST 137,ILLINOIS,IL,1,98,1,7963000,661000,4370000,2932000,9599000,5930000,4378000
RANTOUL TWP HIGH SCHOOL DIST 193,ILLINOIS,IL,2,98,1,5176000,99000,2119000,2958000,5053000,2964000,2174000
PRAIRIEVIEW C C SCH DIST 192,ILLINOIS,IL,1,98,1,1186000,96000,182000,908000,1029000,563000,315000
ST JOSEPH CC SCH DIST 169,ILLINOIS,IL,1,98,1,3532000,48000,1503000,1981000,3245000,1941000,1461000
ST JOSEPH OGDEN COMM HIGH SCH DIST 305,ILLINOIS,IL,2,98,1,2736000,7000,1040000,1689000,2328000,1460000,1085000
THOMASBORO CC SCH DIST 130,ILLINOIS,IL,1,98,1,1816000,223000,859000,734000,1636000,805000,613000
URBANA SCH DIST 116,ILLINOIS,IL,3,98,1,38610000,4017000,13795000,20798000,36179000,21361000,14773000
RURAL CHAMPAIGN CO SPEC ED COOP,ILLINOIS,IL,7,98,1,2362000,1100000,615000,647000,2248000,1286000,369000
CHAMPAIGN FORD ED FOR EMPLOYMENT SYSTEM,ILLINOIS,IL,7,98,0,628000,313000,231000,84000,563000,245000,49000
CENTRAL A & M CMNTY UNIT SCHOOL DIST 21,ILLINOIS,IL,3,98,1,6775000,200000,3406000,3169000,6921000,3857000,2843000
EDINBURG COMM UNIT SCH DIST 4,ILLINOIS,IL,3,98,1,2185000,57000,748000,1380000,2252000,1221000,840000
MORRISONVILLE CU SCHOOL DIST 1,ILLINOIS,IL,3,98,1,2393000,139000,787000,1467000,2284000,1320000,866000
PANA COMM UNIT SCH DIST 8,ILLINOIS,IL,3,98,1,9378000,554000,4573000,4251000,8791000,4414000,2846000
SOUTH FORK SCHOOL DISTRICT #14,ILLINOIS,IL,3,98,1,2168000,125000,1347000,696000,2101000,1081000,814000
TAYLORVILLE CU SCH DIST 3,ILLINOIS,IL,3,98,1,15633000,742000,7386000,7505000,15659000,8615000,6407000
CHRISTIAN COUNTY SPEC EDUCATION,ILLINOIS,IL,7,98,1,3724000,18000,1279000,2427000,3783000,2899000,2869000
CHRISTIAN/MONTGOMERY REG VOCATIONAL SYSTEM,ILLINOIS,IL,7,98,0,330000,64000,93000,173000,190000,63000,0
MID-STATE SPEC EDUC JNT AGR,ILLINOIS,IL,7,98,1,2726000,1822000,217000,687000,2228000,1220000,48000
CASEY WESTFIELD CMNTY UNIT SCHOOL DIST 4C,ILLINOIS,IL,3,98,1,6623000,315000,4153000,2155000,6277000,3756000,2752000
MARSHALL COMM UNIT SCH DIST 2C,ILLINOIS,IL,3,98,1,6782000,269000,4254000,2259000,6777000,4006000,2705000
MARTINSVILLE CU SCH DIST 3C,ILLINOIS,IL,3,98,1,2634000,156000,1739000,739000,2585000,1445000,1059000
CLAY CITY CU SCH DIST 10,ILLINOIS,IL,3,98,1,2730000,230000,1671000,829000,2697000,1708000,1158000
FLORA COMM UNIT SCH DIST 35,ILLINOIS,IL,3,98,1,8685000,484000,5475000,2726000,8321000,5399000,3830000
NORTH CLAY COMM UNIT SCH DIST 25,ILLINOIS,IL,3,98,1,4201000,307000,2660000,1234000,3707000,2181000,1608000
REGIONAL VOCATIONAL SYSTEM,ILLINOIS,IL,7,98,0,296000,73000,216000,7000,61000,0,0
ALBERS SCH DIST 63,ILLINOIS,IL,1,98,1,789000,19000,493000,277000,771000,412000,311000
CENTRAL COMM H SCH DIST 71,ILLINOIS,IL,2,98,1,3882000,95000,1310000,2477000,5233000,1863000,1504000
AVISTON SCH DIST 21,ILLINOIS,IL,1,98,1,1018000,49000,588000,381000,1097000,591000,461000
BARTELSO SCH DIST 57,ILLINOIS,IL,1,98,1,885000,51000,582000,252000,939000,561000,445000
CARLYLE COMM UNIT SCH DIST 1,ILLINOIS,IL,3,98,1,9144000,317000,5050000,3777000,8222000,4841000,3624000
BREESE ELEM SCH.DIST 12,ILLINOIS,IL,1,98,1,2938000,164000,1419000,1355000,2771000,1449000,1129000
DAMIANSVILLE SCH DIST 62,ILLINOIS,IL,1,98,1,655000,42000,253000,360000,670000,391000,270000
GERMANTOWN SCH DIST 60,ILLINOIS,IL,1,98,1,1429000,115000,833000,481000,1367000,828000,625000
ST ROSE SCH DIST 14 15,ILLINOIS,IL,1,98,1,993000,31000,562000,400000,997000,475000,322000
NORTH WAMAC SCH DIST 186,ILLINOIS,IL,1,98,1,969000,73000,593000,303000,1019000,576000,380000
WILLOW GROVE SCH DIST 46,ILLINOIS,IL,1,98,1,1103000,77000,741000,285000,1136000,619000,468000
FILM COOPERATIVE,ILLINOIS,IL,7,98,0,4000,0,0,4000,3000,0,0
WESCLIN CU SCH DIST 3,ILLINOIS,IL,3,98,1,7480000,310000,3887000,3283000,10281000,4533000,3425000
CHARLESTON CU SCH DIST 1,ILLINOIS,IL,3,98,1,19194000,839000,8208000,10147000,21079000,9453000,7244000
MATTOON CU SCH DIST 2,ILLINOIS,IL,3,98,1,23174000,1339000,9714000,12121000,22270000,13693000,9102000
OAKLAND CU SCH DIST 5,ILLINOIS,IL,3,98,1,2447000,136000,1287000,1024000,2424000,1361000,945000
EASTERN ILLINOIS ED. FOR EMPLOYMENT SYSTEM,ILLINOIS,IL,7,98,0,1217000,268000,244000,705000,647000,339000,175000
EASTERN IL AREA OF SPEC EDUC,ILLINOIS,IL,7,98,1,10093000,3305000,2380000,4408000,9556000,6370000,3424000
ARBOR PARK SCH DIST 145,ILLINOIS,IL,1,98,1,8885000,185000,2827000,5873000,9058000,5067000,3317000
ARGO COMM HIGH SCH DIST 217,ILLINOIS,IL,2,98,1,20774000,392000,1631000,18751000,17723000,9124000,6293000
ARLINGTON HGTS SCH DIST 25,ILLINOIS,IL,1,98,1,46149000,976000,4588000,40585000,41841000,22421000,15186000
TOWNSHIP HIGH SCH DISTRICT 214,ILLINOIS,IL,2,98,1,168766000,4061000,17846000,146859000,159987000,93335000,56611000
ATWOOD HGTS SCH DIST 125,ILLINOIS,IL,1,98,1,5370000,193000,1778000,3399000,5124000,2762000,1950000
AVOCA SCH DIST 37,ILLINOIS,IL,1,98,1,8953000,47000,665000,8241000,7843000,4397000,2694000
BELLWOOD SCH DIST 88,ILLINOIS,IL,1,98,1,18014000,963000,6455000,10596000,16708000,10027000,6630000
DOLTON SCH DIST 149,ILLINOIS,IL,1,98,1,21178000,1240000,9567000,10371000,21524000,9827000,7320000
BERKELEY SCH DIST 87,ILLINOIS,IL,1,98,1,20490000,581000,2731000,17178000,20096000,7886000,5127000
BERWYN NORTH SCH DIST 98,ILLINOIS,IL,1,98,1,13349000,690000,4312000,8347000,11686000,6749000,4823000
BERWYN SCH DIST 100,ILLINOIS,IL,1,98,1,15798000,698000,5040000,10060000,17458000,8945000,6196000
BLOOM TWP HIGH SCH DIST 206,ILLINOIS,IL,2,98,1,33362000,2115000,8932000,22315000,29931000,14472000,9674000
COMM HIGH SCH DIST 218,ILLINOIS,IL,2,98,1,51853000,2229000,6725000,42899000,49154000,29261000,19914000
BLUE ISLAND SCH DIST 130,ILLINOIS,IL,1,98,1,23050000,899000,6914000,15237000,20804000,11373000,8629000
GEN GEORGE PATTON SCH DIST 133,ILLINOIS,IL,1,98,1,4178000,506000,1824000,1848000,4000000,2195000,1539000
BREMEN COMM HIGH SCH DIST 228,ILLINOIS,IL,2,98,1,54339000,671000,14244000,39424000,44134000,25924000,17065000
INDIAN SPRINGS SCHOOL DIST #109,ILLINOIS,IL,1,98,1,17309000,804000,5372000,11133000,17583000,7986000,5759000
BROOKFIELD SCH DIST 95,ILLINOIS,IL,1,98,1,6351000,44000,1522000,4785000,5384000,3152000,2213000
BROOKWOOD SCH DIST 167,ILLINOIS,IL,1,98,1,9158000,733000,2709000,5716000,7832000,4371000,2691000
BURNHAM SCH DIST 154-5,ILLINOIS,IL,1,98,1,1214000,30000,471000,713000,1185000,629000,441000
CALUMET CITY SCHOOL DIST 155,ILLINOIS,IL,1,98,1,6596000,422000,2608000,3566000,8694000,3114000,2032000
LINCOLN ELEM SCH DIST 156,ILLINOIS,IL,1,98,1,5367000,495000,2847000,2025000,5789000,2533000,1896000
CALUMET SCH DIST 132,ILLINOIS,IL,1,98,1,7520000,416000,3975000,3129000,10705000,4812000,3437000
CONS HIGH SCHOOL DISTRICT 230,ILLINOIS,IL,2,98,1,74544000,930000,10099000,63515000,68168000,42896000,26951000
CENTRAL STICKNEY SCHOOL DIST 110,ILLINOIS,IL,1,98,1,3116000,28000,210000,2878000,2662000,1171000,836000
CHICAGO HEIGHTS SCH DIST 170,ILLINOIS,IL,1,98,1,23551000,2990000,10154000,10407000,20565000,12190000,7993000
CHICAGO RIDGE SCH DIST 127-5,ILLINOIS,IL,1,98,1,6062000,256000,2028000,3778000,5843000,3639000,2551000
CICERO SCH DIST 99,ILLINOIS,IL,1,98,1,61176000,4991000,30686000,25499000,67119000,27623000,19187000
SKOKIE COMMUNITY SCH DIST 73-5,ILLINOIS,IL,1,98,1,10487000,112000,1171000,9204000,8781000,5452000,3790000
COUNTRY CLUB HILLS SCH DIST 160,ILLINOIS,IL,1,98,1,8006000,302000,3910000,3794000,8067000,4369000,3135000
FORD HEIGHTS SCH DISTRICT 169,ILLINOIS,IL,1,98,1,8738000,1641000,3945000,3152000,8449000,4604000,2983000
DES PLAINES SCH DIST 62,ILLINOIS,IL,1,98,1,39902000,1284000,4825000,33793000,40899000,24467000,18525000
DOLTON SCH DIST 148,ILLINOIS,IL,1,98,1,15507000,966000,8330000,6211000,16879000,8465000,5962000
EAST MAINE SCH DIST 63,ILLINOIS,IL,1,98,1,29683000,1232000,3625000,24826000,27666000,14910000,10562000
EAST PRAIRIE SCH DIST 73,ILLINOIS,IL,1,98,1,5376000,7000,522000,4847000,5051000,2627000,1953000
COMM CONS SCH DIST 59,ILLINOIS,IL,1,98,1,69274000,1556000,6545000,61173000,63453000,32412000,21722000
ELMWOOD PK CU SCHOOL DIST 401,ILLINOIS,IL,3,98,1,21902000,366000,3282000,18254000,23899000,11784000,8449000
EVANSTON C C SCH DIST 65,ILLINOIS,IL,3,98,1,72348000,4379000,8951000,59018000,80795000,43603000,29203000
EVANSTON TWP HIGH SCHOOL DIST 202,ILLINOIS,IL,2,98,1,48652000,1434000,3829000,43389000,45782000,27349000,16206000
EVERGREEN PARK SCH DIST 124,ILLINOIS,IL,1,98,1,12395000,278000,1883000,10234000,11638000,6685000,4691000
EVERGREEN PARK COMM HIGH SCH DIST 231,ILLINOIS,IL,2,98,1,8547000,167000,810000,7570000,7772000,4434000,2774000
SKOKIE-FAIRVIEW SCHOOL DIST 72,ILLINOIS,IL,1,98,1,6246000,69000,533000,5644000,5621000,3248000,2152000
RIVER TRAILS SCH DIST 26,ILLINOIS,IL,1,98,1,20875000,569000,4335000,15971000,17836000,8888000,6264000
FLOSSMOOR SCH DIST 161,ILLINOIS,IL,1,98,1,19751000,250000,4631000,14870000,16490000,9247000,6929000
FOREST PARK SCH DIST 91,ILLINOIS,IL,1,98,1,9310000,327000,1018000,7965000,9078000,5072000,3547000
FOREST RIDGE SCH DIST 142,ILLINOIS,IL,1,98,1,9370000,317000,3540000,5513000,9536000,5302000,3772000
FRANKLIN PARK SCH DIST 84,ILLINOIS,IL,1,98,1,11829000,111000,1094000,10624000,11656000,6393000,4195000
NORTHFIELD TWN HIGH SCH DIST 225,ILLINOIS,IL,2,98,1,64776000,323000,4942000,59511000,61335000,35069000,21345000
GLENCOE SCH DIST 35,ILLINOIS,IL,1,98,1,13871000,23000,1048000,12800000,19619000,7261000,4897000
GLENVIEW C C SCH DIST 34,ILLINOIS,IL,1,98,1,34628000,590000,3375000,30663000,32773000,17714000,11888000
GOLF SCH DIST 67,ILLINOIS,IL,1,98,1,6029000,44000,492000,5493000,5640000,3365000,2116000
NORTHBROOK SCH DIST 27,ILLINOIS,IL,1,98,1,17838000,139000,1383000,16316000,15825000,9486000,6781000
HARVEY SCH DIST 152,ILLINOIS,IL,1,98,1,18257000,2340000,11629000,4288000,21860000,10885000,7304000
HAZEL CREST SCH DIST 152-5,ILLINOIS,IL,1,98,1,6602000,704000,2794000,3104000,7353000,3495000,2112000
HILLSIDE SCH DIST 93,ILLINOIS,IL,1,98,1,5260000,80000,413000,4767000,4710000,2400000,1717000
HOMEWOOD SCH DIST 153,ILLINOIS,IL,1,98,1,14884000,216000,4822000,9846000,14629000,8529000,5838000
HOOVER SCHRUM MEM SCH DIST 157,ILLINOIS,IL,1,98,1,5248000,126000,638000,4484000,4765000,2946000,1911000
J STERLING MORTON HIGH SCH DIST 201,ILLINOIS,IL,2,98,1,44895000,2619000,9484000,32792000,51912000,29871000,20101000
NORRIDGE SCH DIST 80,ILLINOIS,IL,1,98,1,6323000,87000,699000,5537000,6039000,3232000,2409000
COMM CONS SCH DIST 168,ILLINOIS,IL,1,98,1,9872000,640000,5378000,3854000,7787000,4016000,2921000
KENILWORTH SCH DIST 38,ILLINOIS,IL,1,98,1,5374000,0,451000,4923000,5909000,3535000,2872000
KIRBY SCH DIST 140,ILLINOIS,IL,1,98,1,26193000,1769000,10335000,14089000,25601000,15010000,10331000
KOMAREK SCH DIST 94,ILLINOIS,IL,1,98,1,2108000,5000,259000,1844000,2489000,1523000,1063000
LA GRANGE SCH DIST 102,ILLINOIS,IL,1,98,1,20690000,568000,2564000,17558000,19948000,10603000,7530000
LA GRANGE SCH DIST 105,ILLINOIS,IL,1,98,1,10432000,172000,1062000,9198000,10209000,6215000,4616000
ALSIP-HAZLGRN-OAKLAWN SCH DIST 126,ILLINOIS,IL,1,98,1,11883000,147000,1532000,10204000,11831000,7018000,5107000
LANSING SCH DIST 158,ILLINOIS,IL,1,98,1,10973000,524000,2071000,8378000,12114000,6814000,4949000
LEMONT-BROMBEREK COMBINED SCH DIST 113 A,ILLINOIS,IL,1,98,1,11758000,65000,1966000,9727000,18867000,6934000,4820000
LEMONT TWP HIGH SCHOOL DIST 210,ILLINOIS,IL,2,98,1,11953000,76000,1555000,10322000,18831000,4276000,2889000
LEYDEN COMM HIGH SCHOOL DIST 212,ILLINOIS,IL,2,98,1,37853000,364000,3143000,34346000,35168000,19773000,11013000
LINCOLNWOOD SCH DIST 74,ILLINOIS,IL,3,98,1,14415000,30000,1154000,13231000,12543000,6972000,4994000
LINDOP SCH DIST 92,ILLINOIS,IL,1,98,1,4026000,113000,580000,3333000,3619000,1980000,1429000
LYONS TWP HIGH SCHOOL DIST 204,ILLINOIS,IL,2,98,1,43078000,498000,3363000,39217000,39475000,24293000,15283000
LYONS SCH DIST 103,ILLINOIS,IL,1,98,1,14608000,1281000,1961000,11366000,16366000,7135000,4866000
SOUTH HOLLAND SCH DIST 150,ILLINOIS,IL,1,98,1,6706000,166000,1024000,5516000,5182000,3253000,2506000
MAINE TWP HIGH SCHOOL DIST 207,ILLINOIS,IL,2,98,1,92386000,1652000,7810000,82924000,83655000,44447000,28734000
MANNHEIM SCH DIST 83,ILLINOIS,IL,3,98,1,27050000,556000,2744000,23750000,28869000,12756000,9873000
NORTHBROOK/GLENVIEW SCH DIST 30,ILLINOIS,IL,1,98,1,12019000,64000,980000,10975000,12692000,7581000,5439000
PRAIRE HILLS ELEMENTARY SCHOOL DIST #144,ILLINOIS,IL,1,98,1,18975000,1878000,9632000,7465000,18457000,9010000,6792000
MATTESON SCH DIST 162,ILLINOIS,IL,1,98,1,17294000,565000,3855000,12874000,16824000,8866000,5904000
MAYWOOD-MELROSE PRK-BROADVIEW SCH DIST #89,ILLINOIS,IL,1,98,1,29343000,2348000,14862000,12133000,28032000,15281000,10588000
MIDLOTHIAN SCH DIST 143,ILLINOIS,IL,1,98,1,11283000,598000,5356000,5329000,10104000,6110000,4213000
MORTON GROVE SCH DIST 70,ILLINOIS,IL,1,98,1,6451000,30000,603000,5818000,7168000,3380000,2450000
MT PROSPECT SCH DIST 57,ILLINOIS,IL,1,98,1,16329000,263000,1519000,14547000,14315000,7802000,4983000
NEW TRIER TWP H SCH DIST 203,ILLINOIS,IL,2,98,1,53213000,291000,3422000,49500000,50679000,27772000,17662000
NILES SCH DIST 71,ILLINOIS,IL,1,98,1,6276000,55000,483000,5738000,8237000,3504000,2384000
NILES TWP C H SCH DIST 219,ILLINOIS,IL,2,98,1,63554000,575000,4682000,58297000,55030000,31326000,21525000
NORTHBROOK SCH DIST 28,ILLINOIS,IL,1,98,1,21976000,116000,1667000,20193000,19053000,11668000,8458000
NORTH PALOS SCH DIST 117,ILLINOIS,IL,1,98,1,19761000,428000,2697000,16636000,16700000,8244000,6004000
OAK LAWN C HIGH SCHOOL DIST 229,ILLINOIS,IL,2,98,1,17325000,73000,1431000,15821000,15733000,8475000,4950000
OAK LAWN-HOMETOWN SCH DIST 123,ILLINOIS,IL,1,98,1,17126000,440000,2375000,14311000,16314000,9120000,6328000
OAK PARK RIVER FOREST HIGH SCH DIST 200,ILLINOIS,IL,2,98,1,37957000,518000,3719000,33720000,37922000,19917000,13774000
OAK PARK ELEM SCH DIST 97,ILLINOIS,IL,1,98,1,46332000,1462000,9553000,35317000,38351000,25697000,17938000
ORLAND PARK SCH DIST 135,ILLINOIS,IL,1,98,1,41912000,1205000,6562000,34145000,47974000,21910000,15362000
PALATINE C C SCH DIST 15,ILLINOIS,IL,1,98,1,105696000,3613000,13773000,88310000,96209000,58690000,38542000
TWP HIGH SCH DIST 211,ILLINOIS,IL,2,98,1,150684000,1452000,16278000,132954000,145422000,84828000,54127000
PALOS HEIGHTS SCH DIST 128,ILLINOIS,IL,1,98,1,5979000,139000,643000,5197000,5445000,3134000,2257000
PALOS C C SCH DIST 118,ILLINOIS,IL,1,98,1,17848000,428000,2178000,15242000,17378000,9606000,6139000
PARK FOREST SCH DIST 163,ILLINOIS,IL,1,98,1,16715000,1246000,7724000,7745000,14675000,8587000,6320000
PARK RIDGE C C DIST 64,ILLINOIS,IL,1,98,1,33167000,552000,3773000,28842000,45234000,20847000,15233000
PENNOYER SCH DIST 79,ILLINOIS,IL,1,98,1,2322000,16000,338000,1968000,2367000,1463000,1149000
LAGRANGE HIGHLANDS SCH DISTRICT 106,ILLINOIS,IL,1,98,1,6994000,20000,624000,6350000,8414000,3798000,2681000
PLEASANTDALE SCH DIST 107,ILLINOIS,IL,1,98,1,6633000,13000,649000,5971000,7784000,3252000,2392000
POSEN-ROBBINS SCH DIST 143-5,ILLINOIS,IL,1,98,1,9474000,936000,6336000,2202000,9719000,4947000,3456000
PROSPECT HEIGHTS SCH DIST 23,ILLINOIS,IL,1,98,1,14298000,272000,1912000,12114000,14099000,7146000,5127000
PROVISO TWP HIGH SCH DIST 209,ILLINOIS,IL,2,98,1,51843000,1063000,4897000,45883000,48417000,24089000,16428000
REAVIS TWP HIGH SCH DIST 220,ILLINOIS,IL,2,98,1,19431000,107000,1520000,17804000,17198000,10548000,6615000
RHODES SCH DIST 84-5,ILLINOIS,IL,1,98,1,5857000,125000,727000,5005000,5672000,3364000,2451000
RICH TOWNSHIP HIGH SCHOOL DIST 227,ILLINOIS,IL,2,98,1,38387000,806000,9107000,28474000,35117000,19724000,12924000
RIDGELAND SCH DIST 122,ILLINOIS,IL,1,98,1,13419000,326000,1993000,11100000,11847000,7024000,4702000
RIVER FOREST SCH DIST 90,ILLINOIS,IL,1,98,1,10113000,178000,1084000,8851000,11020000,5827000,3907000
RIVER GROVE SCH DIST 85-5,ILLINOIS,IL,1,98,1,4130000,28000,659000,3443000,4392000,2164000,1581000
ROSEMONT SCH DIST 78,ILLINOIS,IL,1,98,1,2207000,32000,223000,1952000,2348000,1420000,1180000
RIVERSIDE SCH DIST 96,ILLINOIS,IL,1,98,1,9341000,34000,750000,8557000,8778000,5137000,3534000
RIVERSIDE-BROOKFIELD DIST 208,ILLINOIS,IL,2,98,1,13381000,38000,915000,12428000,12447000,6229000,4617000
SANDRIDGE SCH DIST 172,ILLINOIS,IL,1,98,1,2064000,38000,647000,1379000,2912000,1004000,705000
SCHAUMBURG CC SCHOOL DIST 54,ILLINOIS,IL,1,98,1,136063000,4482000,18691000,112890000,129594000,78331000,55685000
SCHILLER PARK SCHOOL DIST 81,ILLINOIS,IL,1,98,1,10494000,309000,1312000,8873000,13472000,4622000,3335000
ELEM SCH DIST 159,ILLINOIS,IL,1,98,1,15975000,471000,2097000,13407000,12723000,7685000,6193000
SKOKIE SCH DIST 68,ILLINOIS,IL,1,98,1,22949000,251000,2317000,20381000,19251000,11382000,7501000
SKOKIE SCH DIST 69,ILLINOIS,IL,1,98,1,12644000,268000,1435000,10941000,10822000,6467000,4478000
SOUTH HOLLAND SCH DIST 151,ILLINOIS,IL,1,98,1,8154000,714000,1858000,5582000,7865000,4060000,2814000
BURBANK SCH DIST 111,ILLINOIS,IL,1,98,1,22927000,484000,2574000,19869000,20205000,11412000,8336000
STEGER SCH DIST 194,ILLINOIS,IL,1,98,1,9672000,384000,3328000,5960000,7895000,4637000,3334000
SUMMIT SCH DIST 104,ILLINOIS,IL,1,98,1,11995000,492000,1542000,9961000,10476000,5104000,3650000
SUNNYBROOK SCH DIST 171,ILLINOIS,IL,1,98,1,7663000,119000,3627000,3917000,9266000,4234000,3394000
SUNSET RIDGE SCHOOL DIST 29,ILLINOIS,IL,1,98,1,5561000,51000,428000,5082000,7161000,3016000,1939000
THORNTON-FR T H SCH DIST 215,ILLINOIS,IL,2,98,1,27954000,373000,5863000,21718000,26043000,15245000,10196000
THORNTON SCH DIST 154,ILLINOIS,IL,1,98,1,1682000,15000,314000,1353000,2039000,1221000,986000
THORNTON TWP HIGH SCHOOL DIST 205,ILLINOIS,IL,2,98,1,81804000,3337000,21391000,57076000,76684000,40972000,31370000
TINLEY PARK COMM SCHOOL DIST 146,ILLINOIS,IL,1,98,1,19065000,421000,2747000,15897000,18064000,11330000,7888000
UNION RIDGE SCH DIST 86,ILLINOIS,IL,1,98,1,6952000,45000,599000,6308000,7166000,2432000,1766000
WESTCHESTER SCH DIST 92-5,ILLINOIS,IL,1,98,1,7846000,68000,813000,6965000,8747000,4222000,2683000
WESTERN SPRINGS SCH DIST 101,ILLINOIS,IL,1,98,1,7180000,21000,877000,6282000,7747000,4204000,3016000
WEST HARVEY DIX MOOR PUBLIC SCHL DIST #147,ILLINOIS,IL,1,98,1,12445000,709000,8070000,3666000,13163000,7075000,4527000
WEST NORTHFIELD SCH DIST 31,ILLINOIS,IL,1,98,1,10428000,102000,807000,9519000,9690000,5634000,3982000
WHEELING COMM CONS SCH DIST 21,ILLINOIS,IL,1,98,1,52979000,1848000,7702000,43429000,50661000,29928000,20947000
WILLOW SPRINGS SCHOOL DIST 108,ILLINOIS,IL,1,98,1,2291000,49000,423000,1819000,2208000,1084000,792000
WILMETTE SCH DIST 39,ILLINOIS,IL,1,98,1,27334000,266000,2807000,24261000,30418000,17182000,11742000
WINNETKA SCH DIST 36,ILLINOIS,IL,1,98,1,17494000,95000,1467000,15932000,20124000,11090000,7839000
WORTH SCH DIST 127,ILLINOIS,IL,1,98,1,6381000,188000,1608000,4585000,6227000,3712000,2924000
CITY OF CHICAGO SCH DIST 299,ILLINOIS,IL,3,98,1,3083835000,412494000,1108444000,1562897000,3446592000,1812909000,1292961000
EISENHOWER COOPERATIVE,ILLINOIS,IL,7,98,1,4465000,1020000,308000,3137000,3403000,1797000,1077000
