LEAID,NAME,STNAME,STABBR,SCHLEV,YEAR,CCDNF,TOTALREV,TFEDREV,TSTREV,TLOCREV,TOTALEXP,Z32,Z33
2925080,PHELPS SCHOOL DIST R-3,MISSOURI,MO,1,5,1,1911000,232000,1015000,664000,1851000,924000,598000
2925110,PIERCE CITY SCH DIST R 6,MISSOURI,MO,3,5,1,5753000,935000,2842000,1976000,6135000,3399000,2540000
2925140,PIKE SCH DIST R3,MISSOURI,MO,3,5,1,6028000,716000,1906000,3406000,5924000,3450000,2119000
2925170,PILOT GROVE SCHOOL DISTRICT C-4,MISSOURI,MO,3,5,1,2573000,180000,1139000,1254000,2592000,1516000,947000
2925210,PLATO SCH DIST R 5,MISSOURI,MO,3,5,1,3931000,364000,2090000,1477000,3432000,2042000,1374000
2925230,PLATTE CO SCH DIST R-3,MISSOURI,MO,3,5,1,26063000,1008000,4235000,20820000,36806000,13093000,9558000
2925290,CLINTON CO DIST R 3,MISSOURI,MO,3,5,1,7334000,362000,2994000,3978000,6525000,3624000,2771000
2925330,PLEASANT HILL SCH DIST R3,MISSOURI,MO,3,5,1,17002000,626000,7246000,9130000,14966000,7956000,5627000
2925350,PLEASANT HOPE SCH DIST 6,MISSOURI,MO,3,5,1,6664000,451000,3490000,2723000,6513000,3680000,2827000
2925410,POLO SCH DIST R 7,MISSOURI,MO,3,5,1,3078000,189000,1467000,1422000,3405000,1620000,1064000
2925450,POPLAR BLUFF SCH DIST R1,MISSOURI,MO,3,5,1,35242000,4937000,13509000,16796000,30790000,18074000,12572000
2925500,POTOSI SCH DIST R 3,MISSOURI,MO,3,5,1,16365000,2064000,8108000,6193000,15298000,9993000,6230000
2925530,PRAIRIE HOME SCH DIST R-5,MISSOURI,MO,3,5,1,1496000,95000,626000,775000,1478000,901000,593000
2925590,PRINCETON SCH DIST R 5,MISSOURI,MO,3,5,1,3990000,258000,1344000,2388000,3769000,2123000,1434000
2925620,PURDY SCH DIST R-2,MISSOURI,MO,3,5,1,5218000,753000,2740000,1725000,5059000,2975000,2164000
2925640,PUTNAM CO SCH DIST R-1,MISSOURI,MO,3,5,1,6729000,602000,2749000,3378000,6441000,3560000,2645000
2925650,PUXICO SCH DIST R 8,MISSOURI,MO,3,5,1,6523000,669000,3455000,2399000,6275000,3803000,2559000
2925710,RALLS COUNTY SCH DIST R2,MISSOURI,MO,3,5,1,6223000,453000,2309000,3461000,5844000,3245000,2120000
2926040,RAYMONDVILLE SCH DIST R-7,MISSOURI,MO,1,5,1,1458000,186000,809000,463000,1443000,764000,491000
2926070,RAYTOWN SCH DIST C-2,MISSOURI,MO,3,5,1,84096000,4784000,31355000,47957000,81539000,46711000,30574000
2926160,REEDS SPRING SCH DIST R-4,MISSOURI,MO,3,5,1,18604000,2091000,4181000,12332000,19205000,9467000,6067000
2926190,RENICK SCH DIST R 5,MISSOURI,MO,1,5,1,1758000,135000,916000,707000,1654000,814000,481000
2926220,REPUBLIC SCH DIST R 3,MISSOURI,MO,3,5,1,21973000,1231000,9295000,11447000,23977000,12351000,8578000
2926260,REVERE SCH DIST C 3,MISSOURI,MO,1,5,1,710000,86000,259000,365000,809000,377000,231000
2926310,RICH HILL SCH DIST R 4,MISSOURI,MO,3,5,1,3360000,421000,1490000,1449000,3478000,1942000,1343000
2926370,RICHARDS SCH DIST R 5,MISSOURI,MO,1,5,1,3737000,429000,1882000,1426000,3710000,1730000,1260000
2926400,RICHLAND SCH DIST R-1,MISSOURI,MO,3,5,1,3376000,350000,1581000,1445000,3125000,1780000,1163000
2926430,PULASKI COUNTY SCHOOL DIST. R-4,MISSOURI,MO,3,5,1,4866000,687000,2470000,1709000,5239000,3082000,2159000
2926480,RICHMOND SCH DIST R 16,MISSOURI,MO,3,5,1,12375000,999000,4988000,6388000,11061000,6698000,4749000
2926490,RIDGEWAY SCH DIST R 5,MISSOURI,MO,3,5,1,1082000,100000,478000,504000,1094000,672000,435000
2926550,RIPLEY COUNTY SCHOOL DIST R-3,MISSOURI,MO,1,5,1,1199000,285000,614000,300000,1252000,688000,516000
2926580,RIPLEY CO SCH DIST R 4,MISSOURI,MO,1,5,1,1556000,303000,790000,463000,1612000,879000,642000
2926610,RISCO SCH DIST R 2,MISSOURI,MO,3,5,1,1975000,180000,997000,798000,2145000,1066000,673000
2926640,RITENOUR SCH DIST,MISSOURI,MO,3,5,1,53180000,3245000,16376000,33559000,52367000,30272000,20147000
2926670,RIVERVIEW GARDENS SCHOOL DIST,MISSOURI,MO,3,5,1,72366000,7630000,41761000,22975000,78559000,39214000,26005000
2926760,ST LOUIS CO SPECIAL SCH DT,MISSOURI,MO,5,5,1,314853000,37388000,72756000,204709000,293998000,205179000,156025000
2926790,ROCK PORT SCH DIST R2,MISSOURI,MO,3,5,1,3053000,249000,912000,1892000,3151000,2047000,1419000
2926850,ROCKWOOD SCH DIST R-6,MISSOURI,MO,3,5,1,201981000,4125000,22389000,175467000,207089000,109837000,69421000
2926890,ROLLA SCH DIST 31,MISSOURI,MO,3,5,1,37958000,3868000,15482000,18608000,39419000,20620000,13074000
2926940,ROSCOE SCH DIST C 1,MISSOURI,MO,1,5,1,635000,57000,269000,309000,660000,345000,180000
2926970,COLE COUNTY SCHOOL DISTRICT R-1,MISSOURI,MO,3,5,1,5852000,344000,2644000,2864000,5658000,3120000,2153000
2927060,ST JOSEPH SCHOOL DISTRICT,MISSOURI,MO,3,5,1,102119000,9853000,39100000,53166000,90785000,55059000,36961000
2927090,SALEM SCH DIST R 80,MISSOURI,MO,3,5,1,10674000,1080000,4067000,5527000,10048000,5829000,4139000
2927330,HARDEMAN SCH DIST R 10,MISSOURI,MO,1,5,1,754000,49000,249000,456000,705000,365000,246000
2927450,OREARVILLE SCH DIST R 4,MISSOURI,MO,1,5,1,649000,39000,258000,352000,601000,308000,237000
2927520,SALISBURY SCH DIST R 4,MISSOURI,MO,3,5,1,4093000,348000,1176000,2569000,4064000,2361000,1618000
2927540,SARCOXIE SCH DIST R 2,MISSOURI,MO,3,5,1,6201000,732000,3199000,2270000,6636000,3217000,2199000
2927570,SAVANNAH SCH DIST R 3,MISSOURI,MO,3,5,1,17004000,1094000,8322000,7588000,16561000,9478000,6728000
2927600,SCHELL CITY SCHOOL DISTRICT R-1,MISSOURI,MO,3,5,1,1917000,275000,813000,829000,1804000,1106000,716000
2927630,SCHOOL OF THE OSAGE SCHOOL DIST R-2,MISSOURI,MO,3,5,1,14747000,1168000,2049000,11530000,13059000,8489000,5619000
2927660,SCHUYLER SCHOOL DIST R-1,MISSOURI,MO,3,5,1,5902000,629000,2936000,2337000,5688000,2942000,1936000
2927830,SEDALIA SCH DIST 200,MISSOURI,MO,3,5,1,28332000,3365000,10952000,14015000,28116000,15872000,10951000
2927870,SENATH -HORNERSVILLE SCH DIST C 8,MISSOURI,MO,3,5,1,6433000,788000,3247000,2398000,5860000,3386000,2234000
2927900,SENECA SCH DIST R-7,MISSOURI,MO,3,5,1,11032000,1192000,5651000,4189000,10989000,6512000,4196000
2927930,SEYMOUR SCH DIST R-2,MISSOURI,MO,3,5,1,7595000,2081000,3514000,2000000,7978000,4295000,2936000
2928080,SHAWNEE SCH DIST R 3,MISSOURI,MO,1,5,1,734000,55000,238000,441000,676000,264000,161000
2928110,SHELBY COUNTY SCHOOL DIST. R-4,MISSOURI,MO,3,5,1,6789000,569000,2810000,3410000,6487000,3475000,2428000
2928140,SHELBY CO SCH DIST C-1,MISSOURI,MO,3,5,1,3220000,235000,1358000,1627000,3012000,1681000,1166000
2928170,SHELDON SCH DIST R 8,MISSOURI,MO,3,5,1,1672000,156000,864000,652000,2101000,1110000,769000
2928200,SHELL KNOB SCH DIST 78,MISSOURI,MO,1,5,1,2726000,467000,559000,1700000,2469000,1263000,783000
2928260,SIKESTON SCH DIST R 6,MISSOURI,MO,3,5,1,28536000,3772000,12727000,12037000,26558000,16858000,11698000
2928290,SILEX SCH DIST R 1,MISSOURI,MO,3,5,1,2735000,193000,1020000,1522000,2452000,1241000,793000
2928360,SLATER SCH DIST,MISSOURI,MO,3,5,1,3457000,372000,1533000,1552000,3497000,2089000,1391000
2928380,SMITHTON SCH DIST R 6,MISSOURI,MO,3,5,1,4411000,367000,2062000,1982000,4047000,2493000,1736000
2928410,SMITHVILLE SCH DIST R-2,MISSOURI,MO,3,5,1,15632000,521000,5647000,9464000,16646000,7684000,5651000
2928430,SOUTH CALLAWAY SCHOOL DIST R-2,MISSOURI,MO,3,5,1,9650000,409000,990000,8251000,8344000,4896000,3129000
2928470,SOUTH IRON SCH DIST R 1,MISSOURI,MO,3,5,1,3682000,553000,1152000,1977000,3397000,1872000,1208000
2928500,SOUTH NODAWAY SCH DIST R4,MISSOURI,MO,3,5,1,2133000,117000,1083000,933000,2078000,1344000,899000
2928530,SOUTH PEMISCOT SCH DIST R 5,MISSOURI,MO,3,5,1,4951000,566000,2635000,1750000,5035000,3167000,2254000
2928560,SOUTHERN BOONE COUNTY SCHOOL DIST R-,MISSOURI,MO,3,5,1,10157000,451000,4576000,5130000,9795000,5597000,3860000
2928590,SOUTHERN REYNOLDS COUNTY SCHOOL DIST,MISSOURI,MO,3,5,1,4489000,693000,1888000,1908000,3557000,1935000,1207000
2928620,SOUTHLAND CONS SCHOOL DIST C-9,MISSOURI,MO,3,5,1,2895000,493000,1485000,917000,2866000,1867000,1263000
2928680,SOUTHWEST LIVINGSTON CNTY R-1 SCHOOL,MISSOURI,MO,3,5,1,1831000,164000,904000,763000,1833000,1062000,661000
2928710,SOUTHWEST SCH DIST R 5,MISSOURI,MO,3,5,1,5829000,669000,3180000,1980000,7124000,3562000,2306000
2928740,SPARTA SCH DIST R 3,MISSOURI,MO,3,5,1,5260000,534000,2817000,1909000,4827000,3034000,2168000
2928770,SPICKARD SCH DIST R-2,MISSOURI,MO,1,5,1,805000,157000,378000,270000,729000,303000,202000
2928800,SPOKANE SCH DIST R 7,MISSOURI,MO,3,5,1,5912000,469000,3054000,2389000,5008000,2681000,1885000
2928860,SPRINGFIELD SCH DIST R-12,MISSOURI,MO,3,5,1,182232000,18572000,41960000,121700000,197105000,106067000,68083000
2928920,ST CHARLES CO. SCHOOL DIST. R-6,MISSOURI,MO,3,5,1,66555000,3238000,12444000,50873000,79729000,30291000,20465000
2928950,FRANCIS HOWELL SCHOOL DIST R 3,MISSOURI,MO,3,5,1,175496000,5663000,45264000,124569000,161027000,89018000,63124000
2929100,ST CLAIR SCH DIST R 13,MISSOURI,MO,3,5,1,17116000,1530000,6897000,8689000,19238000,9556000,6743000
2929130,ST ELIZABETH SCH DIST R-4,MISSOURI,MO,3,5,1,2109000,108000,1219000,782000,2053000,1372000,1014000
2929170,CENTRAL SCHOOL DISTRICT R-3,MISSOURI,MO,3,5,1,15847000,1606000,8526000,5715000,16644000,8920000,5788000
2929250,ST JAMES SCH DIST R 1,MISSOURI,MO,3,5,1,14486000,1824000,7288000,5374000,14019000,7266000,5210000
2929280,ST LOUIS CITY BD OF EDUCATION,MISSOURI,MO,3,5,1,481513000,69548000,185855000,226110000,472081000,223552000,147093000
2929340,GENTRY COUNTY SCHOOL DIST. R-2,MISSOURI,MO,3,5,1,3176000,262000,1587000,1327000,3301000,1990000,1427000
2929370,STE GENEVIEVE CO SD R2,MISSOURI,MO,3,5,1,15514000,1362000,3151000,11001000,14619000,8148000,5769000
2929430,STEELVILLE SCH DIST R 3,MISSOURI,MO,3,5,1,7430000,887000,3741000,2802000,7627000,4614000,3174000
2929470,STET SCH DIST R XV,MISSOURI,MO,3,5,1,1058000,53000,445000,560000,1087000,594000,383000
2929490,STEWARTSVILLE SCH DIST C2,MISSOURI,MO,3,5,1,2288000,117000,1247000,924000,2441000,1399000,953000
2929520,STOCKTON SCH DIST R 1,MISSOURI,MO,3,5,1,7137000,772000,3300000,3065000,6973000,4420000,3098000
2929580,STOUTLAND R-II SCHOOL DISTRICT,MISSOURI,MO,3,5,1,3772000,498000,1931000,1343000,3833000,2356000,1637000
2929610,MORGAN COUNTY SCHOOL DIST R 1,MISSOURI,MO,3,5,1,5497000,788000,1893000,2816000,5019000,2960000,2175000
2929640,STRAFFORD SCH DIST R 6,MISSOURI,MO,3,5,1,8906000,545000,2488000,5873000,9692000,5289000,3526000
2929670,STRASBURG SCH DIST C 3,MISSOURI,MO,1,5,1,1384000,58000,623000,703000,1426000,669000,422000
2929700,STURGEON SCHOOL DIST R-5,MISSOURI,MO,3,5,1,4346000,411000,1922000,2013000,3379000,2007000,1435000
2929730,SUCCESS SCH DIST R 6,MISSOURI,MO,1,5,1,1107000,173000,586000,348000,1126000,528000,330000
2929760,SULLIVAN SCH DIST C 2,MISSOURI,MO,3,5,1,15801000,1247000,6026000,8528000,16330000,9238000,6286000
2929810,SUMMERSVILLE SCHOOL DIST R 2,MISSOURI,MO,3,5,1,3919000,552000,2087000,1280000,3997000,2563000,1735000
2929820,SUNRISE SCH DIST R 9,MISSOURI,MO,1,5,1,3054000,133000,1408000,1513000,2964000,1454000,969000
2929850,SWEDEBORG SCH DIST R-3,MISSOURI,MO,1,5,1,604000,82000,332000,190000,582000,292000,170000
2929880,SWEET SPRINGS SCH DIST R7,MISSOURI,MO,3,5,1,3442000,270000,1449000,1723000,3040000,1804000,1222000
2929910,TANEYVILLE SCH DIST R 2,MISSOURI,MO,1,5,1,2311000,211000,1386000,714000,2314000,1230000,803000
2929940,TARKIO SCH DIST 1,MISSOURI,MO,3,5,1,4836000,393000,2155000,2288000,4223000,2563000,1906000
2930270,THAYER SCH DIST R2,MISSOURI,MO,3,5,1,4948000,655000,2469000,1824000,5219000,3141000,2373000
2930300,TINA AVALON SCH DIST R 2,MISSOURI,MO,3,5,1,1646000,80000,815000,751000,1648000,1010000,654000
2930330,MONITEAU COUNTY SCHOOL DIST. R-6,MISSOURI,MO,3,5,1,4822000,385000,1777000,2660000,4610000,2547000,1708000
2930360,GRUNDY COUNTY SCHOOL DIST. R-9,MISSOURI,MO,3,5,1,10184000,919000,4276000,4989000,8718000,4317000,2805000
2930390,TRI COUNTY SCH DIST R 7,MISSOURI,MO,3,5,1,2153000,401000,931000,821000,2120000,1277000,783000
2930420,EAST NEWTON SCH DIST R-6,MISSOURI,MO,3,5,1,11203000,1254000,6042000,3907000,10863000,6644000,4542000
2930450,TROY SCH DIST R 3,MISSOURI,MO,3,5,1,33855000,2329000,12687000,18839000,33994000,19198000,12946000
2930510,MILLER COUNTY SCHOOL DIST. R-3,MISSOURI,MO,3,5,1,2062000,186000,1184000,692000,2722000,1401000,831000
2930520,TWIN RIVERS SCH DIST R-10,MISSOURI,MO,3,5,1,7287000,929000,3607000,2751000,7292000,4578000,3132000
2930570,UNION SCH DIST R 11,MISSOURI,MO,3,5,1,20944000,1487000,7117000,12340000,28461000,12528000,8644000
2930600,UNION STAR SCH DIST R-2,MISSOURI,MO,3,5,1,1509000,94000,769000,646000,1665000,1038000,674000
2930660,UNIVERSITY CITY SCH DIST,MISSOURI,MO,3,5,1,43651000,3285000,11240000,29126000,44459000,23590000,14603000
2930690,VALLEY PARK SCH DIST,MISSOURI,MO,3,5,1,11020000,692000,940000,9388000,9967000,6230000,4019000
2930720,VALLEY SCH DIST R 6,MISSOURI,MO,3,5,1,3922000,411000,1907000,1604000,3799000,2214000,1411000
2930750,VAN BUREN SCH DIST R 1,MISSOURI,MO,3,5,1,4594000,669000,2341000,1584000,4553000,2437000,1916000
2930780,VAN-FAR SCHOOL DISTRICT R 1,MISSOURI,MO,3,5,1,5919000,642000,2529000,2748000,5512000,3285000,1954000
2930810,VERONA SCH DIST R 7,MISSOURI,MO,3,5,1,3111000,447000,1487000,1177000,2959000,1747000,1265000
2930840,MORGAN CO SCH DIST R-2,MISSOURI,MO,3,5,1,11115000,1345000,2538000,7232000,10736000,6567000,4592000
2930870,MARIES COUNTY SCHOOL DIST. R-1,MISSOURI,MO,3,5,1,3837000,312000,1589000,1936000,4019000,2073000,1425000
2930900,WEST NODAWAY COUNTY SCHOOL DIST R-1,MISSOURI,MO,3,5,1,2863000,252000,1260000,1351000,2934000,1749000,1230000
2930990,WALNUT GROVE SCH DIST R-5,MISSOURI,MO,3,5,1,2323000,102000,1263000,958000,2187000,1269000,771000
2931020,WARRENSBURG SCHOOL DIST R-VI,MISSOURI,MO,3,5,1,26576000,2116000,9941000,14519000,25658000,15214000,10421000
2931050,WARREN COUNTY SCHOOL DIST R-3,MISSOURI,MO,3,5,1,19557000,1413000,6850000,11294000,17492000,10123000,6715000
2931070,WARSAW SCH DIST R 9,MISSOURI,MO,3,5,1,10324000,1291000,3810000,5223000,9958000,5878000,4070000
2931110,WASHINGTON SCH DIST,MISSOURI,MO,3,5,1,35112000,2161000,6302000,26649000,36515000,18086000,12318000
2931140,KINGSTON SCH DIST 14,MISSOURI,MO,3,5,1,6866000,954000,3839000,2073000,5866000,3261000,2168000
2931230,RICHWOODS SCHOOL DISTRICT R-7,MISSOURI,MO,1,5,1,1824000,232000,1005000,587000,1778000,947000,564000
2931440,WAYNESVILLE SCH DIST R 6,MISSOURI,MO,3,5,1,50755000,20856000,18744000,11155000,45838000,30133000,20003000
2931460,WEAUBLEAU SCH DIST R 3,MISSOURI,MO,3,5,1,3467000,612000,1664000,1191000,3523000,1932000,1327000
2931500,WEBB CITY SCH DIST 7,MISSOURI,MO,3,5,1,27051000,2558000,14053000,10440000,24858000,15424000,10595000
2931530,WEBSTER GROVES SCH DIST,MISSOURI,MO,3,5,1,42103000,1145000,4129000,36829000,40631000,25004000,16798000
2931560,WELLINGTON NAPOLEON SCH DIST R-9,MISSOURI,MO,3,5,1,3800000,158000,1803000,1839000,3771000,1983000,1384000
2931590,WELLSTON SCH DIST,MISSOURI,MO,3,5,1,7640000,1306000,4366000,1968000,6894000,3656000,2071000
2931620,WELLSVILLE-MIDDLETOWN SCH DIST R-I,MISSOURI,MO,3,5,1,3708000,465000,1435000,1808000,3231000,1883000,1332000
2931650,WENTZVILLE SCH DIST R 4,MISSOURI,MO,3,5,1,72460000,2970000,14669000,54821000,87766000,39906000,26428000
2931680,WEST PLAINS SCH DIST R 7,MISSOURI,MO,3,5,1,26944000,2332000,8695000,15917000,19385000,11523000,7770000
2931710,WEST PLATTE SCH DIST R-2,MISSOURI,MO,3,5,1,6650000,303000,1835000,4512000,5555000,3112000,2199000
2931800,MIDWAY SCH DIST R-1,MISSOURI,MO,3,5,1,5220000,237000,2316000,2667000,5153000,2782000,1938000
2931830,OSAGE COUNTY SCHOOL DIST R-3,MISSOURI,MO,3,5,1,5991000,392000,1848000,3751000,5328000,3249000,2096000
2931860,WESTRAN SCH DIST R 1,MISSOURI,MO,3,5,1,6172000,541000,924000,4707000,6220000,3886000,2612000
2931890,WESTVIEW SCH DIST C 6,MISSOURI,MO,1,5,1,1559000,214000,891000,454000,1777000,917000,682000
2931920,WHEATLAND SCH DIST R 2,MISSOURI,MO,3,5,1,2726000,335000,1075000,1316000,2497000,1415000,903000
2931950,WHEATON SCH DIST R3,MISSOURI,MO,3,5,1,3124000,356000,1699000,1069000,2764000,1601000,1072000
2932010,WILLARD SCH DIST R 2,MISSOURI,MO,3,5,1,25957000,1630000,9953000,14374000,30192000,13241000,9288000
2932070,WILLOW SPRINGS SCHOOL DIST R-4,MISSOURI,MO,3,5,1,9480000,1619000,4849000,3012000,9053000,5850000,4272000
2932100,WINDSOR SCH DIST C 1,MISSOURI,MO,3,5,1,27990000,3527000,12161000,12302000,23954000,14519000,10009000
2932110,HENRY COUNTY SCHOOL DISTRICT R-1,MISSOURI,MO,3,5,1,5135000,592000,2081000,2462000,4793000,2887000,2051000
2932190,WINFIELD SCH DIST R 4,MISSOURI,MO,3,5,1,11154000,899000,4888000,5367000,11853000,5972000,4144000
2932220,WINONA SCH DIST R 3,MISSOURI,MO,3,5,1,4715000,743000,2564000,1408000,4528000,2736000,1864000
2932250,WINSTON SCH DIST R 6,MISSOURI,MO,3,5,1,1813000,110000,804000,899000,1601000,1061000,650000
2932300,WORTH SCHOOL DIST R 3,MISSOURI,MO,3,5,1,3189000,322000,1465000,1402000,3439000,1904000,1246000
2932310,WRIGHT CITY SCH DIST R 2,MISSOURI,MO,3,5,1,11543000,820000,3477000,7246000,14223000,6361000,4422000
2932440,WYACONDA SCH DIST C 1,MISSOURI,MO,1,5,1,601000,66000,280000,255000,556000,270000,157000
2932490,ZALMA SCH DIST R 5,MISSOURI,MO,3,5,1,2040000,381000,1002000,657000,2020000,1289000,789000
3000001,CHOUTEAU CO JOINT SERVICE COOP,MONTANA,MT,7,5,1,184000,118000,52000,14000,183000,86000,6000
3000002,SOMERS ELEM DIST 29,MONTANA,MT,1,5,1,3706000,394000,1503000,1809000,3601000,2002000,1507000
3000003,CUT BANK ELEM SCH DIST 15,MONTANA,MT,1,5,1,5272000,914000,2335000,2023000,5067000,3056000,2156000
3000004,MOUNTAIN VIEW ELEM DIST 64,MONTANA,MT,1,5,1,140000,5000,120000,15000,137000,53000,45000
3000005,HELENA ELEM SCH DIST 1,MONTANA,MT,1,5,1,37828000,5553000,16512000,15763000,36954000,25396000,18072000
3000006,BROADUS ELEM SCH DIST 79J,MONTANA,MT,1,5,1,1368000,141000,842000,385000,1358000,872000,604000
3000007,SOUTH STACEY ELEM DIST 90,MONTANA,MT,1,5,1,67000,12000,35000,20000,58000,25000,23000
3000008,ASHLAND ELEM DIST 32J,MONTANA,MT,1,5,1,1051000,518000,301000,232000,1121000,498000,304000
3000012,BEAR PAW LEARNING RESOURCE CTR,MONTANA,MT,7,5,1,1160000,736000,289000,135000,1145000,618000,172000
3000017,NORTHCENTRAL LEARNING RESOURCE CENTE,MONTANA,MT,7,5,1,514000,336000,130000,48000,505000,314000,0
3000020,BIG COUNTRY SPEC ED COOP,MONTANA,MT,7,5,1,608000,307000,147000,154000,616000,145000,54000
3000022,DANIELS/SHERIDAN SPEC ED COOP,MONTANA,MT,7,5,1,359000,172000,94000,93000,384000,89000,0
3000024,PRAIRIE VIEW SPEC ED COOP,MONTANA,MT,7,5,1,647000,308000,127000,212000,621000,268000,82000
3000029,CENTRAL MT LEARNING RESOURCE CTR,MONTANA,MT,7,5,1,1376000,783000,345000,248000,1329000,772000,202000
3000031,FLATHEAD CO SPEC ED COOP,MONTANA,MT,7,5,1,610000,353000,167000,90000,516000,228000,0
3000033,GALLATIN/MADISON CNTY SPECIAL EDUC C,MONTANA,MT,7,5,1,1099000,317000,241000,541000,1054000,337000,25000
3000045,PRICKLY PEAR SPECIAL ED. COOP.,MONTANA,MT,7,5,1,1085000,682000,310000,93000,1120000,643000,16000
3000053,MISSOULA AREA SPECIAL EDUC COOP,MONTANA,MT,7,5,1,1920000,825000,321000,774000,1919000,883000,102000
3000056,PARK COUNTY SPEC EDUC COOP,MONTANA,MT,7,5,1,681000,484000,163000,34000,700000,386000,33000
3000060,BIG SKY SPEC ED COOP,MONTANA,MT,7,5,1,1327000,867000,329000,131000,1290000,765000,40000
3000063,TRI-CNTY SPECIAL EDUC COOP,MONTANA,MT,7,5,1,152000,93000,42000,17000,139000,66000,30000
3000065,GREAT DIVIDE EDUC SERVS COOP,MONTANA,MT,7,5,1,1732000,928000,451000,353000,1704000,554000,248000
3000068,BITTERROOT VALLEY SPEC ED COOP,MONTANA,MT,7,5,1,2407000,960000,953000,494000,2305000,1088000,44000
3000070,ROOSEVELT-VALLEY SPEC ED COOP,MONTANA,MT,7,5,1,318000,191000,97000,30000,351000,140000,0
3000074,SANDERS CO SPEC ED COOP,MONTANA,MT,7,5,1,455000,201000,106000,148000,413000,269000,77000
3000078,STILLWATER/SWEETGRASS CO SPECIAL ED,MONTANA,MT,7,5,1,674000,410000,193000,71000,668000,345000,28000
3000087,EASTERN YELLOWSTONE SPEC ED COOP,MONTANA,MT,7,5,1,1072000,616000,273000,183000,1050000,393000,0
3000088,YELLOWSTONE-W/CARBON CO SPECIAL EDUC,MONTANA,MT,7,5,1,1658000,1016000,473000,169000,1549000,893000,149000
3000089,COTTONWOOD ELEM DIST 38,MONTANA,MT,1,5,1,52000,14000,23000,15000,55000,20000,19000
3000090,NOXON ELEM SCH DIST 10,MONTANA,MT,1,5,1,1259000,150000,521000,588000,1231000,643000,371000
3000093,LIBERTY ELEM SCH DISTRICT 10,MONTANA,MT,1,5,1,57000,13000,34000,10000,89000,44000,37000
3000094,WEST GLACIER ELEM SCH DIST 8,MONTANA,MT,1,5,1,390000,41000,123000,226000,355000,160000,121000
3000095,LAME DEER HIGH SCHOOL DISTRICT,MONTANA,MT,2,5,1,2371000,952000,985000,434000,1858000,1049000,532000
3000099,HEART BUTTE H S DISTRICT 1,MONTANA,MT,2,5,1,1291000,581000,563000,147000,1315000,623000,381000
3000932,SHIELDS VALLEY ELEM SCH DIST,MONTANA,MT,1,5,1,1727000,408000,596000,723000,1686000,731000,479000
3000933,SHIELDS VALLEY HIGH SCH DIST,MONTANA,MT,2,5,1,1138000,17000,521000,600000,1112000,486000,311000
3001710,ABSAROKEE ELEM SCH DIST 52-C,MONTANA,MT,1,5,1,1548000,75000,667000,806000,1486000,953000,687000
3001740,ABSAROKEE H S DIST 52,MONTANA,MT,2,5,1,1416000,13000,543000,860000,1271000,672000,447000
3001860,ALBERTON K-12 SCHOOL DISTRICT,MONTANA,MT,3,5,1,2008000,158000,933000,917000,1959000,1125000,799000
3001950,ALZADA ELEM DIST 56,MONTANA,MT,1,5,1,170000,20000,50000,100000,206000,32000,28000
3001980,AMSTERDAM ELEM DIST 75,MONTANA,MT,1,5,1,541000,60000,199000,282000,510000,275000,213000
3002010,ANACONDA ELEM SCH DIST 10,MONTANA,MT,1,5,1,6365000,971000,3335000,2059000,6004000,3592000,2515000
3002030,ANACONDA H S DIST 10,MONTANA,MT,2,5,1,4021000,399000,2177000,1445000,3852000,2043000,1331000
3002070,ANDERSON ELEM DIST 41,MONTANA,MT,1,5,1,1374000,43000,689000,642000,1247000,747000,533000
3002220,ARLEE ELEM SCH DIST JT & 8,MONTANA,MT,1,5,1,3280000,1560000,1203000,517000,3195000,2128000,1564000
3002250,ARLEE H S DIST JT & 8,MONTANA,MT,2,5,1,1300000,178000,778000,344000,1278000,731000,485000
3002300,ARROWHEAD ELEM DIST 75,MONTANA,MT,1,5,1,1154000,286000,409000,459000,1056000,567000,433000
3002430,AUGUSTA ELEM SCH DIST 45,MONTANA,MT,1,5,1,565000,0,251000,314000,476000,282000,211000
3002450,AUGUSTA HIGH SCH DIST 45,MONTANA,MT,2,5,1,799000,108000,287000,404000,763000,396000,306000
3002490,AUCHARD CREEK ELEM DIST 27,MONTANA,MT,1,5,1,147000,20000,102000,25000,161000,94000,93000
3002550,AVON ELEM DIST 29,MONTANA,MT,1,5,1,276000,40000,160000,76000,278000,155000,125000
3002570,AYERS ELEM DIST 222,MONTANA,MT,1,5,1,116000,15000,68000,33000,115000,36000,33000
3002640,BAINVILLE K-12 SCHOOL DISTRICT,MONTANA,MT,3,5,1,1854000,58000,1148000,648000,1766000,864000,552000
3002730,BAKER K-12 SCHOOL DISTRICT,MONTANA,MT,3,5,1,7535000,253000,6325000,957000,5321000,2664000,1901000
3002820,BASIN ELEM DIST 5,MONTANA,MT,1,5,1,177000,52000,59000,66000,166000,81000,68000
3002850,SMITH VALLEY ELEM DIST 89,MONTANA,MT,1,5,1,1291000,93000,640000,558000,2277000,677000,528000
3003000,BEAR PAW ELEM DIST 67,MONTANA,MT,1,5,1,61000,16000,39000,6000,59000,42000,36000
3003090,BEAVERHEAD CO HIGH SCHOOL DIST,MONTANA,MT,2,5,1,4414000,160000,1882000,2372000,4246000,2052000,1456000
3003270,BELFRY K-12 SCHOOL DISTRICT,MONTANA,MT,3,5,1,1412000,84000,917000,411000,1415000,710000,485000
